ENSG_ID	logFC	Fold Change	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000013441	-1.00118454098895	-2.00164279681961	8.72287571232858	-7.51423777331383	3.67687056597439e-05	0.342309318151138	0.668223579011393
ENSG00000118689	1.28102689150369	2.43011888024478	4.340820393867	6.81964383485185	7.80527001229061e-05	0.342309318151138	0.33666027483013
ENSG00000273802	-0.342024285932196	-1.26753385917179	6.00702332917582	-6.61360520959651	9.86165627063569e-05	0.342309318151138	0.227170142765353
ENSG00000167522	0.866767497646733	1.82357242343331	2.97468712628165	6.47468210107491	0.000115791735526812	0.342309318151138	0.150211307197152
ENSG00000163848	0.654932511248194	1.57454229489694	4.08513208027647	6.21243475874037	0.000157807215835027	0.373214065449839	-0.00229164049181563
ENSG00000177885	0.34174879750102	1.2672918415819	5.81721014132479	5.90549660352797	0.000229262327485117	0.451837837085251	-0.193466684669855
ENSG00000160716	0.300838300600144	1.23185999701255	4.31590900054954	5.66566011387189	0.000309630440538329	0.515415115188066	-0.352958309455564
ENSG00000101473	0.259984610945642	1.19746593132584	8.24256777626101	5.57251103408715	0.00034869521534922	0.515415115188066	-0.417403697816491
ENSG00000125968	0.299137377773874	1.23040850238229	9.03181212305714	5.34563985046786	0.000468068295484531	0.547570786911638	-0.580438445075665
ENSG00000139218	0.365624034097197	1.2884388199538	4.27331757779552	5.30680389303033	0.000492618470258082	0.547570786911638	-0.60922937546437
ENSG00000138160	-0.313211584805289	-1.24247048841326	6.51075137638045	-5.28148992570606	0.000509368173871291	0.547570786911638	-0.628137097378269
ENSG00000113240	-0.418171274860403	-1.33623270476564	6.71096114313815	-5.10605916036811	0.000643802909416498	0.54958362733962	-0.762276180432584
ENSG00000187091	0.27833565180313	1.21279495038513	3.97920174748424	5.08807847963699	0.000659609185213433	0.54958362733962	-0.776334874061415
ENSG00000083544	-0.201385760900613	-1.14980225150162	4.57959090084304	-4.99420042483071	0.00074922428977626	0.54958362733962	-0.850686211995707
ENSG00000198900	0.694529697371116	1.61835678068161	6.35324589523811	4.98592110511864	0.000757735381010953	0.54958362733962	-0.857320391518733
ENSG00000186566	0.200893004577337	1.14940960054784	3.5753299290998	4.97148449040455	0.000772826361643366	0.54958362733962	-0.868918383676443
ENSG00000146828	0.23456406046025	1.17655116472503	4.42340986714677	4.94267803161895	0.000803914995560492	0.54958362733962	-0.892174945851571
ENSG00000185252	-0.297233181733674	-1.22878557210036	3.60881638731024	-4.91367959072773	0.00083657550039012	0.54958362733962	-0.915740683568518
ENSG00000163257	0.24401955120044	1.18428766104483	2.46702691391393	4.63793365072835	0.00122917205825688	0.590231555980677	-1.14765784908341
ENSG00000185246	-0.39873391559066	-1.31835044123688	6.91956126166383	-4.62834327772889	0.00124598005288961	0.590231555980677	-1.1559816598381
ENSG00000180479	-0.506626644621244	-1.42072432603016	3.35321442897923	-4.61439067147176	0.00127087491627605	0.590231555980677	-1.16812282449724
ENSG00000100697	0.240856475687353	1.18169398206563	3.18914330375325	4.6008478325976	0.00129554937722894	0.590231555980677	-1.17994284863244
ENSG00000105993	-0.194348721905317	-1.14420751259221	8.74911061981854	-4.55614809612977	0.00138070287444591	0.590231555980677	-1.21920435478083
ENSG00000102401	0.282870777561296	1.21661338148734	8.18324130598212	4.5333915550222	0.0014263409951739	0.590231555980677	-1.23933887170937
ENSG00000102221	-0.251665693505458	-1.19058093169338	6.52735247463189	-4.52231024663205	0.00144914708796256	0.590231555980677	-1.24917924437856
ENSG00000242366	-0.21964197356888	-1.16444457620741	1.2828062100088	-4.51975917312677	0.00145445247416318	0.590231555980677	-1.25144796526002
ENSG00000172113	0.330464919656976	1.25741852210036	6.27414391335342	4.4720503384616	0.00155759890499761	0.590231555980677	-1.29410612291886
ENSG00000157954	0.172397650262481	1.12692980153324	6.67093462226791	4.45076707086475	0.00160611382191478	0.590231555980677	-1.3132770939854
ENSG00000204856	-0.310335772622361	-1.23999626289752	4.3316056825466	-4.44038167285444	0.00163037175685972	0.590231555980677	-1.32266335927178
ENSG00000172469	-0.548327966501253	-1.46238985432043	3.30713224488642	-4.39330936401779	0.00174533992580562	0.590231555980677	-1.36546704857583
ENSG00000141002	0.262646333673171	1.19967725406105	3.42675868798808	4.37703417282794	0.00178708112262707	0.590231555980677	-1.38036555582874
ENSG00000133116	0.212455499666117	1.15865856976195	1.64194476881952	4.36875023363029	0.00180873549813509	0.590231555980677	-1.38796835912032
ENSG00000144231	0.265918185397783	1.20240105932865	5.16276516022866	4.34117314202582	0.0018828653374166	0.590231555980677	-1.41337319676525
ENSG00000183763	-0.223098078421747	-1.16723745116985	3.35781903921035	-4.32700360928719	0.00192221012933276	0.590231555980677	-1.42648357245394
ENSG00000169155	0.310101750676246	1.23979513736796	3.01927472088463	4.32515036505407	0.00192742061631897	0.590231555980677	-1.42820114960299
ENSG00000100577	0.297428085351736	1.22895158842763	6.84775624463113	4.30685935624036	0.00197966284324025	0.590231555980677	-1.44518866473692
ENSG00000156973	-0.405825667321333	-1.32484691524946	4.44834858634664	-4.29998681495537	0.00199968076438714	0.590231555980677	-1.45158810443006
ENSG00000148677	0.230995564291387	1.17364456978948	1.98298852947103	4.2997257406817	0.00200044545103709	0.590231555980677	-1.45183138597787
ENSG00000124159	0.373174363476757	1.29519952663023	3.02457652524448	4.29263496965654	0.00202133408245571	0.590231555980677	-1.45844393054999
ENSG00000162585	0.234835582083786	1.17677261772588	2.16819189112011	4.29123986928258	0.00202547122258382	0.590231555980677	-1.45974608130455
ENSG00000182257	0.262169531293036	1.19928083316717	2.76558442998543	4.25342034923188	0.00214113606454391	0.590231555980677	-1.49518876055281
ENSG00000099617	0.191873560480803	1.14224613464399	2.70659182391218	4.25142747309233	0.00214742312366834	0.590231555980677	-1.49706403549283
