ID	gene
REACTOME_SIGNALING_BY_RHO_GTPASES	51466
REACTOME_SIGNALING_BY_RHO_GTPASES	124056
REACTOME_SIGNALING_BY_RHO_GTPASES	30849
REACTOME_SIGNALING_BY_RHO_GTPASES	57591
REACTOME_SIGNALING_BY_RHO_GTPASES	3013
REACTOME_SIGNALING_BY_RHO_GTPASES	128312
REACTOME_SIGNALING_BY_RHO_GTPASES	23365
REACTOME_SIGNALING_BY_RHO_GTPASES	2316
REACTOME_SIGNALING_BY_RHO_GTPASES	57522
REACTOME_SIGNALING_BY_RHO_GTPASES	8364
REACTOME_SIGNALING_BY_RHO_GTPASES	1778
REACTOME_SIGNALING_BY_RHO_GTPASES	6714
REACTOME_SIGNALING_BY_RHO_GTPASES	8356
REACTOME_SIGNALING_BY_RHO_GTPASES	8363
REACTOME_SIGNALING_BY_RHO_GTPASES	8351
