nodes	type
POLR2G	Gene
SF1	Gene
CDC40	Gene
SNRNP48	Gene
USP39	Gene
HNRNPH1	Gene
CD2BP2	Gene
ZRSR2	Gene
PCBP1	Gene
HNRNPF	Gene
SF3B5	Gene
HNRNPA3	Gene
PLRG1	Gene
PPIH	Gene
CLP1	Gene
PRPF8	Gene
DDX23	Gene
SART1	Gene
CSTF3	Gene
CSTF2T	Gene
POLR2L	Gene
HNRNPA0	Gene
PUF60	Gene
POLR2A	Gene
SNRPE	Gene
SF3A3	Gene
ALYREF	Gene
SNRNP35	Gene
PPIL6	Gene
RNPC3	Gene
GTF2F2	Gene
SRSF10	Gene
SF3B3	Gene
POM121	Gene
PRPF40A	Gene
PCBP2	Gene
DDX42	Gene
DDX39B	Gene
DHX16	Gene
SARNP	Gene
RNPS1	Gene
NUP62	Gene
PPIL3	Gene
ISY1	Gene
RBM8A	Gene
NXF2	Gene
NXF2B	Gene
POM121C	Gene
CWC25	Gene
PAFAH1B1	Gene
PSMB1	Gene
BRCA1	Gene
PSMC4	Gene
PHF20	Gene
CENPQ	Gene
SPDL1	Gene
PSMA4	Gene
PPP2R5A	Gene
TP53BP1	Gene
KIF2A	Gene
PSME4	Gene
PPP2R5B	Gene
UBE2D1	Gene
NDE1	Gene
CLASP1	Gene
DYNC1I2	Gene
PPP2R5C	Gene
NDC80	Gene
XPO1	Gene
ZW10	Gene
PSMC5	Gene
UIMC1	Gene
DYNLL1	Gene
BIRC5	Gene
PCBP4	Gene
NUDC	Gene
PSME1	Gene
CLSPN	Gene
PSMD5	Gene
PSMD8	Gene
CENPM	Gene
RANGAP1	Gene
PSMC6	Gene
PSMA3	Gene
PSMC1	Gene
PSMB5	Gene
PSMA6	Gene
PSME2	Gene
PSMA7	Gene
MAPRE1	Gene
RBBP8	Gene
PSMD10	Gene
CENPI	Gene
CENPT	Gene
PSMD7	Gene
PPP2CB	Gene
BABAM1	Gene
PPP2R1A	Gene
PSMA2	Gene
PSMD3	Gene
PSMD11	Gene
NSD2	Gene
ANAPC15	Gene
PSMD9	Gene
RNF8	Gene
PPP2R5D	Gene
RAD1	Gene
PPP2CA	Gene
CENPA	Gene
PSMD14	Gene
SUMO1	Gene
NSL1	Gene
CENPF	Gene
CENPL	Gene
KIF18A	Gene
ZWINT	Gene
CENPK	Gene
B9D2	Gene
H2BC11	Gene
PSMF1	Gene
PSMB2	Gene
HERC2	Gene
PSMA1	Gene
SGO1	Gene
CLIP1	Gene
PSME3	Gene
CDCA8	Gene
DYNC1LI2	Gene
HUS1	Gene
BRIP1	Gene
PSMB7	Gene
MDC1	Gene
PPP2R1B	Gene
KNL1	Gene
CENPO	Gene
BARD1	Gene
CENPE	Gene
KIF2B	Gene
PSMB6	Gene
ITGB3BP	Gene
KIF2C	Gene
PSMA5	Gene
NUF2	Gene
RPS27A	Gene
DYNC1LI1	Gene
CENPC	Gene
H2BC1	Gene
INCENP	Gene
DSN1	Gene
UBC	Gene
RAD9B	Gene
CENPU	Gene
SPC25	Gene
RAD17	Gene
CENPH	Gene
AHCTF1	Gene
PPP2R5E	Gene
PSMA8	Gene
SKA1	Gene
BABAM2	Gene
H2BC5	Gene
H4C8	Gene
DYNC1I1	Gene
PSMD4	Gene
PSMB4	Gene
TAOK1	Gene
PMF1	Gene
PSMC2	Gene
ZNF385A	Gene
SPC24	Gene
ABRAXAS1	Gene
SGO2	Gene
CLASP2	Gene
PSMD6	Gene
TOPBP1	Gene
RNF168	Gene
ATRIP	Gene
WRN	Gene
PSMC3	Gene
ANAPC16	Gene
CENPN	Gene
NDEL1	Gene
MIS12	Gene
H3-4	Gene
UBE2V2	Gene
UBE2E1	Gene
UBB	Gene
RHNO1	Gene
RAD9A	Gene
KAT5	Gene
PSMD1	Gene
ZWILCH	Gene
UBE2C	Gene
PSMD2	Gene
CKAP5	Gene
CENPS	Gene
RMI2	Gene
UBE2N	Gene
RPS27	Gene
RMI1	Gene
AURKB	Gene
RCC2	Gene
H2BC4	Gene
SKA2	Gene
KNTC1	Gene
H2BC21	Gene
H2BC13	Gene
BRCC3	Gene
PSMD13	Gene
PPP1CC	Gene
ERCC6L	Gene
CENPP	Gene
H2AX	Gene
H2BU1	Gene
H4C3	Gene
DYNC1H1	Gene
PSMD12	Gene
H4C11	Gene
H4-16	Gene
H2BC12	Gene
PSMB8	Gene
PSMB10	Gene
UBA52	Gene
PSMB11	Gene
H2BC15	Gene
H2BS1	Gene
PSMB9	Gene
DYNLL2	Gene
H4C15	Gene
H4C14	Gene
H4C12	Gene
H2BC14	Gene
H2BC8	Gene
H2BC6	Gene
H4C6	Gene
H2BC17	Gene
H4C13	Gene
H2BC9	Gene
PSMB3	Gene
H4C9	Gene
H2BC3	Gene
H4C5	Gene
H4C4	Gene
H2BC7	Gene
H2BC10	Gene
H4C1	Gene
H4C2	Gene
NR1H4	Gene
NR1H3	Gene
RORA	Gene
PGR	Gene
ESR1	Gene
HNF4A	Gene
VDR	Gene
PPARD	Gene
NR2E1	Gene
NR3C1	Gene
NRBP1	Gene
NR5A2	Gene
NR4A3	Gene
ESRRB	Gene
NR2C1	Gene
NR4A1	Gene
MED1	Gene
THRA	Gene
NR1D1	Gene
NR1H2	Gene
RARA	Gene
NR0B2	Gene
PPARG	Gene
NR5A1	Gene
ESR2	Gene
NCOR1	Gene
NR1I3	Gene
RORC	Gene
NR1I2	Gene
NR6A1	Gene
NRBF2	Gene
THRB	Gene
NR3C2	Gene
NR4A2	Gene
NR2F6	Gene
HNF4G	Gene
AR	Gene
NR0B1	Gene
RARG	Gene
ESRRA	Gene
NR1D2	Gene
NR2F1	Gene
NR2C2	Gene
NR2C2AP	Gene
PPARA	Gene
ESRRG	Gene
NCOR2	Gene
RORB	Gene
NR2E3	Gene
MNAT1	Gene
PTK6	Gene
FBXO5	Gene
CABLES1	Gene
PPP2R3B	Gene
TK1	Gene
E2F6	Gene
CKS1B	Gene
TYMS	Gene
SRC	Gene
PPP2R2A	Gene
DHFR	Gene
LYN	Gene
WNT16	Gene
CALCR	Gene
TAC1	Gene
TBXA2R	Gene
GIPR	Gene
HEBP1	Gene
CASR	Gene
ADRB1	Gene
XK	Gene
UTS2	Gene
PTGER3	Gene
OPN3	Gene
NPFFR2	Gene
WNT8A	Gene
LPAR2	Gene
CALCRL	Gene
GLP2R	Gene
GAL	Gene
DRD4	Gene
GNB5	Gene
SCT	Gene
PRLH	Gene
TACR2	Gene
WNT8B	Gene
GNB1	Gene
EDN1	Gene
ADCYAP1R1	Gene
P2RY10	Gene
SCTR	Gene
OPRK1	Gene
WNT11	Gene
GNAS	Gene
PTHLH	Gene
MLN	Gene
BDKRB1	Gene
HRH3	Gene
NTSR1	Gene
AVP	Gene
PROKR2	Gene
PDYN	Gene
OXT	Gene
GPR143	Gene
OPN1LW	Gene
BRS3	Gene
HTR2A	Gene
MLNR	Gene
FZD3	Gene
LHB	Gene
PLPPR2	Gene
WNT2	Gene
VIPR2	Gene
CRHR2	Gene
GHRHR	Gene
C5	Gene
RLN2	Gene
WNT3	Gene
PPY	Gene
GNRHR	Gene
NMU	Gene
CCKBR	Gene
CALCA	Gene
FZD10	Gene
GNB3	Gene
OPRM1	Gene
GLP1R	Gene
GRM6	Gene
HRH2	Gene
KNG1	Gene
WNT5A	Gene
GNB4	Gene
VIPR1	Gene
POMC	Gene
GCG	Gene
TACR1	Gene
WNT6	Gene
KISS1R	Gene
OPRD1	Gene
ECE1	Gene
PTCH2	Gene
PLPPR5	Gene
PLPPR4	Gene
CNR1	Gene
GHRH	Gene
GPR68	Gene
PRLHR	Gene
CRHR1	Gene
GPR31	Gene
ADRA1A	Gene
TAS2R8	Gene
TAS2R10	Gene
IAPP	Gene
TAS2R7	Gene
TAS2R9	Gene
HCRTR1	Gene
CCRL2	Gene
GHSR	Gene
OPN4	Gene
PTGFR	Gene
NPY	Gene
RAMP3	Gene
ADGRE5	Gene
NLN	Gene
MC3R	Gene
EDN3	Gene
GRM4	Gene
OPN5	Gene
WNT1	Gene
GPR18	Gene
PTGER2	Gene
OPRL1	Gene
NPBWR2	Gene
C3	Gene
GNRH2	Gene
S1PR4	Gene
GRPR	Gene
FFAR2	Gene
FFAR1	Gene
AVPR2	Gene
EDN2	Gene
TAS2R3	Gene
TAS2R4	Gene
TAS2R5	Gene
ADGRE2	Gene
F2RL3	Gene
GNG13	Gene
GNG11	Gene
GNGT1	Gene
ADM2	Gene
ADORA2A	Gene
MCHR1	Gene
GALR3	Gene
TAS2R16	Gene
SMO	Gene
OPN1SW	Gene
ACKR4	Gene
PLPPR3	Gene
PYY	Gene
ADGRE3	Gene
RAMP2	Gene
FSHB	Gene
RAMP1	Gene
SSTR4	Gene
NMUR2	Gene
CHRM3	Gene
RXFP2	Gene
NTS	Gene
TSHB	Gene
WNT2B	Gene
GRP	Gene
HRH4	Gene
MTNR1B	Gene
APLNR	Gene
C5AR2	Gene
ANXA1	Gene
HTR1B	Gene
CGA	Gene
TAAR5	Gene
NMBR	Gene
AGT	Gene
GPR55	Gene
HTR2B	Gene
WNT10A	Gene
EDNRB	Gene
GABBR2	Gene
HCRTR2	Gene
LHCGR	Gene
DHH	Gene
NPFF	Gene
LPAR6	Gene
SSTR1	Gene
GPR65	Gene
ADCYAP1	Gene
APP	Gene
PTH2	Gene
PROK1	Gene
WNT9A	Gene
GPR17	Gene
PTH2R	Gene
ACKR3	Gene
AGTR1	Gene
UCN2	Gene
ECE2	Gene
CRHBP	Gene
TAAR2	Gene
TAAR6	Gene
TAAR8	Gene
TAAR1	Gene
VIP	Gene
LPAR4	Gene
HTR2C	Gene
GNRH1	Gene
CRH	Gene
PLPPR1	Gene
RGR	Gene
HTR7	Gene
NPFFR1	Gene
ADM	Gene
DRD2	Gene
GPHA2	Gene
ADRA2A	Gene
DRD3	Gene
EDNRA	Gene
MCHR2	Gene
CYSLTR2	Gene
PTH	Gene
GRM1	Gene
WNT3A	Gene
WNT7A	Gene
FZD7	Gene
SST	Gene
GHRL	Gene
HTR5A	Gene
FZD1	Gene
HTR6	Gene
WNT9B	Gene
GIP	Gene
PTGIR	Gene
PTH1R	Gene
PTGER1	Gene
HCRT	Gene
SSTR5	Gene
GNG3	Gene
WNT4	Gene
OXER1	Gene
FZD5	Gene
CCKAR	Gene
PROK2	Gene
ADORA1	Gene
IHH	Gene
UCN	Gene
RHO	Gene
GRM2	Gene
NPY1R	Gene
NPY5R	Gene
F2RL2	Gene
F2RL1	Gene
HTR4	Gene
SHH	Gene
GPER1	Gene
FZD6	Gene
TSHR	Gene
OXGR1	Gene
AVPR1A	Gene
GALR1	Gene
MC4R	Gene
TAC3	Gene
GNGT2	Gene
GNG8	Gene
PNOC	Gene
PTGDR	Gene
GNG4	Gene
BDKRB2	Gene
MTNR1A	Gene
CHRM1	Gene
HTR1E	Gene
GRM5	Gene
NTSR2	Gene
ADRB2	Gene
P2RY12	Gene
PTAFR	Gene
GPR183	Gene
PROKR1	Gene
DRD5	Gene
TAS2R1	Gene
TACR3	Gene
P2RY1	Gene
WNT10B	Gene
TAS1R3	Gene
GPR37L1	Gene
ADRA1B	Gene
ADORA2B	Gene
KISS1	Gene
GPR37	Gene
FSHR	Gene
TRH	Gene
S1PR1	Gene
FPR2	Gene
FPR1	Gene
RLN3	Gene
APLN	Gene
RXFP1	Gene
LPAR3	Gene
PTGER4	Gene
NMUR1	Gene
P2RY6	Gene
C3AR1	Gene
ADRA1D	Gene
GNB2	Gene
GNG12	Gene
INSL5	Gene
RXFP4	Gene
CYSLTR1	Gene
SAA1	Gene
GPRC6A	Gene
TAS1R1	Gene
GNG5	Gene
TRHR	Gene
CMKLR1	Gene
FZD4	Gene
ADGRE1	Gene
P2RY14	Gene
P2RY2	Gene
CALCB	Gene
MC5R	Gene
GNG7	Gene
FZD8	Gene
GPR4	Gene
HTR1A	Gene
UCN3	Gene
GPR35	Gene
TAS1R2	Gene
HTR1F	Gene
HTR1D	Gene
GPHB5	Gene
GRM8	Gene
GPBAR1	Gene
F2	Gene
RRH	Gene
FZD2	Gene
SSTR2	Gene
CHRM4	Gene
S1PR5	Gene
AGTR2	Gene
OXTR	Gene
CHRM2	Gene
F2R	Gene
PENK	Gene
UTS2R	Gene
P2RY13	Gene
RXFP3	Gene
GALR2	Gene
HCAR2	Gene
PTGDR2	Gene
PMCH	Gene
GPR132	Gene
NPBWR1	Gene
GPR39	Gene
NPW	Gene
NPB	Gene
ADRA2C	Gene
LPAR5	Gene
DRD1	Gene
CHRM5	Gene
NPY2R	Gene
MC2R	Gene
FFAR3	Gene
TAS2R60	Gene
PTCH1	Gene
TAS2R42	Gene
FFAR4	Gene
GNG2	Gene
QRFPR	Gene
P2RY4	Gene
CCK	Gene
NPSR1	Gene
FPR3	Gene
WNT7B	Gene
QRFP	Gene
FZD9	Gene
ADRB3	Gene
CNR2	Gene
UTS2B	Gene
GRM7	Gene
CD55	Gene
HRH1	Gene
HCAR1	Gene
C5AR1	Gene
NMB	Gene
PSAP	Gene
KEL	Gene
AVPR1B	Gene
LPAR1	Gene
GRM3	Gene
SUCNR1	Gene
NPY4R	Gene
NMS	Gene
GABBR1	Gene
TAS2R19	Gene
TAS2R50	Gene
TAS2R14	Gene
TAS2R13	Gene
ACKR1	Gene
S1PR3	Gene
LTB4R	Gene
LTB4R2	Gene
NPS	Gene
GCGR	Gene
TAS2R41	Gene
TAS2R40	Gene
TAS2R46	Gene
TAS2R39	Gene
TAAR9	Gene
CORT	Gene
GNG10	Gene
P2RY11	Gene
INSL3	Gene
TAS2R43	Gene
HCAR3	Gene
TAS2R20	Gene
TAS2R30	Gene
TAS2R31	Gene
TAS2R38	Gene
MC1R	Gene
S1PR2	Gene
OPN1MW	Gene
ADRA2B	Gene
SSTR3	Gene
ADORA3	Gene
PRKAR2B	Gene
CDK11A	Gene
TUBG2	Gene
OFD1	Gene
SDCCAG8	Gene
PPP1R12A	Gene
PRKACA	Gene
HMMR	Gene
FBXW11	Gene
TUBA3D	Gene
PPP1R12B	Gene
PCM1	Gene
HSP90AA1	Gene
AURKA	Gene
TPX2	Gene
HAUS4	Gene
HSP90AB1	Gene
NINL	Gene
TUBB1	Gene
CEP76	Gene
CEP192	Gene
CCP110	Gene
CEP152	Gene
TUBB4A	Gene
CEP41	Gene
CEP164	Gene
FOXM1	Gene
CEP72	Gene
CEP70	Gene
ALMS1	Gene
NEK2	Gene
CNTRL	Gene
OPTN	Gene
TUBA1B	Gene
CEP250	Gene
TUBGCP3	Gene
TUBA4A	Gene
AKAP9	Gene
TUBGCP6	Gene
AJUBA	Gene
TUBGCP2	Gene
HAUS8	Gene
TUBG1	Gene
BORA	Gene
ODF2	Gene
CDK5RAP2	Gene
DCTN3	Gene
TUBB2A	Gene
TUBB2B	Gene
HAUS2	Gene
TUBGCP4	Gene
ACTR1A	Gene
PHLDA1	Gene
NEDD1	Gene
CSNK1D	Gene
CEP131	Gene
PLK4	Gene
NME7	Gene
CETN2	Gene
HAUS6	Gene
CEP78	Gene
CENPJ	Gene
MZT2B	Gene
TUBA3E	Gene
HAUS1	Gene
FBXL18	Gene
PCNT	Gene
CEP57	Gene
BTRC	Gene
RAB8A	Gene
TUBA1A	Gene
TUBA1C	Gene
MZT2A	Gene
CEP135	Gene
DCTN2	Gene
TUBB6	Gene
SSNA1	Gene
TUBAL3	Gene
CEP63	Gene
TUBB	Gene
FBXL7	Gene
TUBA8	Gene
TUBB4B	Gene
TUBA3C	Gene
SFI1	Gene
CEP290	Gene
FKBPL	Gene
DCTN1	Gene
MZT1	Gene
LCMT1	Gene
FGFR1OP	Gene
HAUS7	Gene
PPP1CB	Gene
CSNK1E	Gene
HAUS3	Gene
PPME1	Gene
TUBA4B	Gene
CDK11B	Gene
HAUS5	Gene
TUBB3	Gene
TUBB8	Gene
TUBGCP5	Gene
GINS1	Gene
GINS2	Gene
GINS4	Gene
GINS3	Gene
GAB2	Gene
ATP6V0A1	Gene
ATP6V1H	Gene
FGFR2	Gene
FGFR3	Gene
FGF10	Gene
FGF22	Gene
ATP6AP1	Gene
FGF4	Gene
FGFR1	Gene
PIK3C3	Gene
FGF20	Gene
ATP6V1D	Gene
TRIB3	Gene
FGF9	Gene
ATP6V0A4	Gene
GRB10	Gene
FGF8	Gene
TCIRG1	Gene
FGF6	Gene
FGF1	Gene
ATP6V0E1	Gene
ATP6V1A	Gene
ATP6V1B1	Gene
ATP6V0B	Gene
FGF23	Gene
ATP6V1F	Gene
ATP6V1E1	Gene
KL	Gene
KLB	Gene
ATP6V1G1	Gene
FGF5	Gene
FGF2	Gene
FGF7	Gene
ATP6V1C2	Gene
ATP6V1B2	Gene
ATP6V0D2	Gene
ATP6V1G3	Gene
PDE3B	Gene
ATP6V1C1	Gene
FGF18	Gene
FGF17	Gene
THEM4	Gene
ATP6V0D1	Gene
FGFR4	Gene
FGF19	Gene
INSR	Gene
ATP6V0E2	Gene
ATP6V0A2	Gene
ATP6V0C	Gene
FGF3	Gene
PIK3R4	Gene
FGF16	Gene
ATP6V1G2	Gene
TLR9	Gene
ATP6V1E2	Gene
INS	Gene
RAD18	Gene
WDR48	Gene
UBE2B	Gene
CUL4A	Gene
DTL	Gene
CUL4B	Gene
USP1	Gene
DDB1	Gene
XIAP	Gene
CARD8	Gene
UACA	Gene
APIP	Gene
CASP7	Gene
AVEN	Gene
DIABLO	Gene
BAK1	Gene
SEPTIN4	Gene
CREB1	Gene
FOXO1	Gene
RPS6KB2	Gene
FOXO4	Gene
FOXO6	Gene
WWTR1	Gene
NEDD4L	Gene
CCNT2	Gene
CCNK	Gene
PPM1A	Gene
SMAD7	Gene
ATP1B4	Gene
SMURF2	Gene
UBE2D3	Gene
CCNC	Gene
TGIF2	Gene
USP9X	Gene
CCNT1	Gene
CDK8	Gene
MEN1	Gene
SKIL	Gene
CDK9	Gene
RNF111	Gene
SKI	Gene
JUNB	Gene
TGIF1	Gene
SP1	Gene
TRIM33	Gene
FYN	Gene
ERBB3	Gene
GSK3A	Gene
AREG	Gene
HBEGF	Gene
CD86	Gene
STRN	Gene
MAPKAP1	Gene
CD80	Gene
EREG	Gene
RAC2	Gene
VAV1	Gene
PIK3AP1	Gene
NRG1	Gene
NRG2	Gene
TRAT1	Gene
ICOS	Gene
RICTOR	Gene
MLST8	Gene
NRG4	Gene
BTC	Gene
RHOG	Gene
CD19	Gene
CD28	Gene
ERBB4	Gene
EPGN	Gene
LCK	Gene
NRG3	Gene
PRR5	Gene
MTOR	Gene
AKT1S1	Gene
CILP	Gene
IGF1R	Gene
IGF2	Gene
WAPL	Gene
PDS5B	Gene
PDS5A	Gene
ESCO1	Gene
CDCA5	Gene
ESCO2	Gene
MAU2	Gene
NIPBL	Gene
H2AZ2	Gene
H3-3B	Gene
H3-3A	Gene
IGFBP7	Gene
H2AZ1	Gene
FOS	Gene
CEBPB	Gene
H2AC6	Gene
EHMT1	Gene
H3C13	Gene
H2AC20	Gene
H2AC7	Gene
H3C12	Gene
H3C4	Gene
H3C14	Gene
H2AC18	Gene
H3C15	Gene
EHMT2	Gene
H2AJ	Gene
H2AC19	Gene
H3C8	Gene
H2AB1	Gene
H3C6	Gene
H3C11	Gene
H3C1	Gene
H2AC14	Gene
H2AC8	Gene
H3C7	Gene
H2AC4	Gene
H3C10	Gene
SCMH1	Gene
HDAC7	Gene
SP100	Gene
UBE2I	Gene
NSMCE4A	Gene
PHC1	Gene
RNF2	Gene
PHC2	Gene
TDG	Gene
PML	Gene
CBX8	Gene
CBX4	Gene
XRCC4	Gene
XPC	Gene
NSMCE2	Gene
SMC6	Gene
BMI1	Gene
NSMCE1	Gene
PHC3	Gene
CBX2	Gene
SUMO3	Gene
NSMCE3	Gene
SUMO2	Gene
SMC5	Gene
RING1	Gene
EID3	Gene
PCGF2	Gene
FKBP4	Gene
HSPA5	Gene
SIRT1	Gene
ST13	Gene
GML	Gene
DNAJC2	Gene
DNAJB6	Gene
HSPB1	Gene
RLN1	Gene
BAG1	Gene
MRPL18	Gene
BAG2	Gene
HSPH1	Gene
HSPA2	Gene
DNAJB1	Gene
HSPA12B	Gene
HIKESHI	Gene
SERPINH1	Gene
BAG3	Gene
HSPA13	Gene
BAG4	Gene
CCAR2	Gene
DEDD2	Gene
HSPA4L	Gene
HSPA12A	Gene
BAG5	Gene
DNAJC7	Gene
HSPB2	Gene
HSPA4	Gene
HSPA6	Gene
HSF1	Gene
RPS19BP1	Gene
CRYBA4	Gene
COL4A6	Gene
HSPA1B	Gene
HSPA1A	Gene
HSPA1L	Gene
HDAC6	Gene
PTGES3	Gene
EEF1A1	Gene
VCP	Gene
HSBP1	Gene
CRYAB	Gene
RPTOR	Gene
HSPB8	Gene
FRS3	Gene
ERCC1	Gene
ERCC4	Gene
PALB2	Gene
RAD51AP1	Gene
POLK	Gene
SLX1A	Gene
SPIDR	Gene
POLH	Gene
GEN1	Gene
SLX1B	Gene
SLX4	Gene
EME2	Gene
RTEL1	Gene
ACTB	Gene
YY1	Gene
ACTR5	Gene
TFPT	Gene
COPS7A	Gene
ACTR8	Gene
INO80D	Gene
INO80B	Gene
RAD23B	Gene
COPS5	Gene
INO80	Gene
ACTL6A	Gene
COPS4	Gene
COPS3	Gene
COPS7B	Gene
INO80C	Gene
COPS2	Gene
COPS6	Gene
INO80E	Gene
GPS1	Gene
NFRKB	Gene
RUVBL1	Gene
RAD23A	Gene
MCRS1	Gene
COPS8	Gene
CRLF1	Gene
IL31RA	Gene
IL31	Gene
RGCC	Gene
ARID3A	Gene
PLAGL1	Gene
PRMT1	Gene
E2F8	Gene
CARM1	Gene
PLK2	Gene
TNKS1BP1	Gene
CNOT11	Gene
BTG2	Gene
E2F7	Gene
PLK3	Gene
NPM1	Gene
TAF2	Gene
HIPK2	Gene
TAF11	Gene
CSNK2A2	Gene
NUAK1	Gene
MAPKAPK5	Gene
SUPT16H	Gene
CSNK2A1	Gene
TAF7L	Gene
TAF6	Gene
PRKAG2	Gene
PRKAB1	Gene
TBP	Gene
PRKAG3	Gene
STK11	Gene
TAF12	Gene
TAF1L	Gene
DYRK2	Gene
TAF4	Gene
PRKAB2	Gene
PRKAA1	Gene
TAF4B	Gene
TAF1	Gene
TAF5	Gene
SSRP1	Gene
PRKAA2	Gene
HIPK1	Gene
CDK5	Gene
TP53INP1	Gene
TAF3	Gene
TAF10	Gene
TP53RK	Gene
CDK5R1	Gene
TAF7	Gene
PRKAG1	Gene
TAF9B	Gene
NOC2L	Gene
TAF13	Gene
CSNK2B	Gene
TAF15	Gene
TAF9	Gene
ZNRD1	Gene
POLR1A	Gene
RRN3	Gene
TAF1C	Gene
ERCC2	Gene
TWISTNB	Gene
UBTF	Gene
GTF2H1	Gene
GTF2H3	Gene
TAF1B	Gene
CD3EAP	Gene
CBX3	Gene
POLR1B	Gene
POLR1E	Gene
TAF1A	Gene
GTF2H2	Gene
ERCC3	Gene
TAF1D	Gene
POLR1C	Gene
POLR1D	Gene
GTF2H4	Gene
GTF2H5	Gene
KMT2E	Gene
ITGA2B	Gene
YAF2	Gene
ARID1B	Gene
FOXP3	Gene
KMT2C	Gene
PRKCQ	Gene
SMARCD1	Gene
SPI1	Gene
CBFB	Gene
TCF3	Gene
SMARCE1	Gene
ACTL6B	Gene
TNRC6C	Gene
ITCH	Gene
SMARCA2	Gene
SMARCD3	Gene
TNRC6A	Gene
AGO1	Gene
SETD1A	Gene
SMARCB1	Gene
TNRC6B	Gene
NFATC2	Gene
MYL9	Gene
GATA1	Gene
TJP1	Gene
GATA3	Gene
SMARCD2	Gene
ELF2	Gene
KAT2B	Gene
RBBP5	Gene
ARID1A	Gene
KMT2A	Gene
MYB	Gene
GPAM	Gene
ELF1	Gene
NFE2	Gene
AGO2	Gene
RUNX2	Gene
AGO3	Gene
SIN3B	Gene
SMARCA4	Gene
ASH2L	Gene
LGALS3	Gene
AGO4	Gene
CTSL	Gene
LMO2	Gene
BLK	Gene
CTSV	Gene
YAP1	Gene
SMARCC2	Gene
SETD1B	Gene
TCF12	Gene
CTSK	Gene
RSPO3	Gene
MOV10	Gene
AUTS2	Gene
RUNX1	Gene
TAL1	Gene
DPY30	Gene
CTLA4	Gene
RYBP	Gene
PBRM1	Gene
LMO1	Gene
KMT2D	Gene
KCTD6	Gene
SIN3A	Gene
SMARCC1	Gene
GATA2	Gene
ZFPM1	Gene
PCGF5	Gene
CBX6	Gene
CLDN5	Gene
GP1BA	Gene
ARID2	Gene
PAX5	Gene
WDR5	Gene
SERPINB13	Gene
OCLN	Gene
LDB1	Gene
PRMT6	Gene
CR1	Gene
KMT2B	Gene
KDM1A	Gene
PPP5C	Gene
GNAI3	Gene
PRKCZ	Gene
NCOA1	Gene
MMP2	Gene
FKBP5	Gene
MMP9	Gene
USF2	Gene
CAV2	Gene
CAV1	Gene
KANK1	Gene
SRF	Gene
GNAI2	Gene
ATF2	Gene
CTSD	Gene
NCOA3	Gene
FOSB	Gene
CITED1	Gene
KDM4B	Gene
GNAI1	Gene
FOXA1	Gene
JUND	Gene
MMP7	Gene
GTF2A2	Gene
TLE3	Gene
NCOA2	Gene
POU2F1	Gene
EBAG9	Gene
MMP3	Gene
UHMK1	Gene
ZDHHC7	Gene
CHD1	Gene
USF1	Gene
TFF3	Gene
TFF1	Gene
NOS3	Gene
GTF2A1	Gene
PTK2	Gene
PPID	Gene
CXXC5	Gene
ZNF217	Gene
ZDHHC21	Gene
SPHK1	Gene
NRIP1	Gene
KPNA2	Gene
GREB1	Gene
GNAT3	Gene
CYP26B1	Gene
PDK4	Gene
PDK2	Gene
PDK3	Gene
RDH11	Gene
DHRS9	Gene
DLD	Gene
CYP26A1	Gene
CPT1A	Gene
PDHX	Gene
ALDH8A1	Gene
RDH10	Gene
ALDH1A2	Gene
PDHA1	Gene
RDH5	Gene
RDH16	Gene
CRABP2	Gene
DLAT	Gene
PDK1	Gene
DHRS4	Gene
RDH13	Gene
DHRS3	Gene
PDHA2	Gene
FABP5	Gene
ALDH1A1	Gene
CRABP1	Gene
PDHB	Gene
SDR16C5	Gene
ALDH1A3	Gene
CYP26C1	Gene
ADH1A	Gene
AKR1C3	Gene
ADH4	Gene
CPT1B	Gene
RDH14	Gene
ADH1C	Gene
INPPL1	Gene
INPP5D	Gene
NFYA	Gene
NFYC	Gene
BCL6	Gene
NFYB	Gene
BCL2L11	Gene
PINK1	Gene
CITED2	Gene
DDIT3	Gene
ATXN3	Gene
SREBF1	Gene
RETN	Gene
GCK	Gene
PPARGC1A	Gene
SOD2	Gene
CAT	Gene
PCK1	Gene
G6PC	Gene
SIRT3	Gene
IGFBP1	Gene
ABCA6	Gene
FBXO32	Gene
TRIM63	Gene
AGRP	Gene
PLXNA4	Gene
TXN	Gene
TXNIP	Gene
BTG1	Gene
KLF4	Gene
MSTN	Gene
FOXG1	Gene
MAP3K9	Gene
MAP3K10	Gene
RPS6KB1	Gene
MAP3K11	Gene
MAP4K1	Gene
MAP4K5	Gene
CYP7A1	Gene
MAP4K3	Gene
MAP3K6	Gene
MLXIPL	Gene
DIO2	Gene
CYP3A4	Gene
EIF4EBP1	Gene
SLC2A1	Gene
MAP3K4	Gene
SLC2A4	Gene
FLOT2	Gene
PIK3C2A	Gene
PIK3C2G	Gene
EXOC7	Gene
FBP1	Gene
RHEB	Gene
ANGPTL8	Gene
RHOQ	Gene
MAP2K6	Gene
MAP2K4	Gene
CAP1	Gene
MAP2K3	Gene
TSC1	Gene
FASN	Gene
MAP3K14	Gene
FLOT1	Gene
ABCG8	Gene
ABCG5	Gene
LPL	Gene
MAPK4	Gene
MAP4K2	Gene
MAPK6	Gene
GYS1	Gene
MAP3K2	Gene
MINK1	Gene
SCD	Gene
TRIP10	Gene
SLCO1C1	Gene
MAP4K4	Gene
MAP3K12	Gene
CYP2B6	Gene
