source	target
GO:0006974	POLD1
GO:0006974	EYA1
GO:0006974	MYC
GO:0006974	PRKCD
GO:0006974	BCL2L2
GO:0006974	MSH2
GO:0006974	TOP2A
GO:0006974	RAD50
GO:0006974	TRAF6
GO:0006974	ERCC4
GO:0006974	ERCC2
GO:0006974	FAAP100
GO:0006974	ABRAXAS1
GO:0006974	UBE2V2
GO:0006974	MCM10
GO:0006974	CDK1
GO:0006974	UBE2L6
GO:0006974	TP53BP1
GO:0006974	FIGNL2
GO:0006974	MRPS26
GO:0006974	HMGB1
GO:0006974	SLF1
GO:0006974	MUS81
GO:0006974	ZDHHC16
GO:0006974	ZRANB3
GO:0006974	MCM3
GO:0006974	POLE2
GO:0006974	HDAC10
GO:0006974	NEIL2
GO:0006974	BACH1
GO:0006974	CD44
GO:0006974	CETN1
GO:0006974	FOXO1
GO:0006974	WDR4
GO:0006974	Mar/07
GO:0006974	IER3
GO:0006974	ATR
GO:0006974	RBBP6
GO:0006974	SNW1
GO:0006974	NUPR2
GO:0006974	RECQL5
GO:0006974	BCL6
GO:0006974	CDC7
GO:0006974	MEIOB
GO:0006974	SPRED1
GO:0006974	SPRED2
GO:0006974	CDKN2D
GO:0006974	RPS3
GO:0006974	BRCC3
GO:0006974	POLN
GO:0006974	CASP9
GO:0006974	UBC
GO:0006974	HSF1
GO:0006974	PIDD1
GO:0006974	EEPD1
GO:0006974	GTF2H3
GO:0006974	CENPS
GO:0006974	POLR2K
GO:0006974	PTTG1IP
GO:0006974	MARF1
GO:0006974	PIAS4
GO:0006974	TICRR
GO:0006974	MOAP1
GO:0006974	POLD3
GO:0006974	SUSD6
GO:0006974	HNRNPK
GO:0006974	SETX
GO:0006974	FAM168A
GO:0006974	TANK
GO:0006974	PMS2P1
GO:0006974	XPA
GO:0006974	ZBTB18
GO:0006974	CBX8
GO:0006974	ACD
GO:0006974	SPDYA
GO:0006974	MAPK12
GO:0006974	SUMO1
GO:0006974	APTX
GO:0006974	CHD1L
GO:0006974	TAOK1
GO:0006974	CDC25C
GO:0006974	UBE2T
GO:0006974	ISG15
GO:0006974	DTL
GO:0006974	RRM2B
GO:0006974	REV3L
GO:0006974	PRKCG
GO:0006974	HMGN1
GO:0006974	USP7
GO:0006974	MRPS35
GO:0006974	POLR2C
GO:0006974	ATF2
GO:0006974	CDK9
GO:0006974	POLI
GO:0006974	REC8
GO:0006974	UBR5
GO:0006974	TRIM25
GO:0006974	ING4
GO:0006974	FANCE
GO:0006974	ASCC1
GO:0006974	RTEL1-TNFRSF6B
GO:0006974	PARPBP
GO:0006974	TMEM161A
GO:0006974	BABAM1
GO:0006974	UBA6
GO:0006974	JMY
GO:0006974	HPF1
GO:0006974	MCM5
GO:0006974	MCM4
GO:0006974	WRNIP1
GO:0006974	NEDD4
GO:0006974	E2F8
GO:0006974	SMCHD1
GO:0006974	ENDOV
GO:0006974	MCM9
GO:0006974	EIF2AK4
GO:0006974	MDM2
GO:0006974	NSMCE4A
GO:0006974	IMMP2L
GO:0006974	ZBTB4
GO:0006974	KDM4D
GO:0006974	FNIP2
GO:0006974	CGAS
GO:0006974	TIMELESS
GO:0006974	CNOT1
GO:0006974	CBX5
GO:0006974	WDR33
GO:0006974	YY1
GO:0006974	CDK7
GO:0006974	WRN
GO:0006974	GTF2H2C
GO:0006974	TFDP2
GO:0006974	TFDP1
GO:0006974	MICA
GO:0006974	SMYD2
GO:0006974	SPIDR
GO:0006974	KIN
GO:0006974	EP300
GO:0006974	DEK
GO:0006974	UBQLN4
GO:0006974	DDIT3
GO:0006974	FUS
GO:0006974	RPS27A
GO:0006974	COPS8
GO:0006974	RAD9A
GO:0006974	SETD7
GO:0006974	BAD
GO:0006974	AKT1
GO:0006974	RNF8
GO:0006974	ATRIP
GO:0006974	CCNB1
GO:0006974	SMUG1
GO:0006974	SUPT16H
GO:0006974	RECQL
GO:0006974	CNOT9
GO:0006974	HIST3H2A
GO:0006974	SIX6OS1
GO:0006974	MGMT
GO:0006974	DTX3L
GO:0006974	BRSK1
GO:0006974	TTC5
GO:0006974	MAPK1
GO:0006974	UVSSA
GO:0006974	CCAR2
GO:0006974	EID3
GO:0006974	SHISA5
GO:0006974	GML
GO:0006974	CDC5L
GO:0006974	RAD52
GO:0006974	PARP9
GO:0006974	SFN
GO:0006974	PARK7
GO:0006974	UNG
GO:0006974	FOXN3
GO:0006974	XRCC5
GO:0006974	EMSY
GO:0006974	SFPQ
GO:0006974	FANCC
GO:0006974	ASTE1
GO:0006974	CDK3
GO:0006974	THOC5
GO:0006974	PWWP3A
GO:0006974	USP43
GO:0006974	USP45
GO:0006974	USP51
GO:0006974	ERCC5
GO:0006974	SWI5
GO:0006974	PARP10
GO:0006974	PRMT1
GO:0006974	CBX1
GO:0006974	AEN
GO:0006974	ARID3A
GO:0006974	CIB1
GO:0006974	ZNF365
GO:0006974	TERF2
GO:0006974	RNF138
GO:0006974	POLB
GO:0006974	PMS2P5
GO:0006974	SIRT4
GO:0006974	NEK4
GO:0006974	BIVM-ERCC5
GO:0006974	ATP23
GO:0006974	NPAS2
GO:0006974	MNAT1
GO:0006974	CCNH
GO:0006974	NSMCE1
GO:0006974	RBBP8
GO:0006974	PSMD14
GO:0006974	RNF168
GO:0006974	UFD1
GO:0006974	COPS6
GO:0006974	UBE2B
GO:0006974	USP3
GO:0006974	EYA3
GO:0006974	SHLD1
GO:0006974	HMGB2
GO:0006974	DCLRE1B
GO:0006974	HIPK1
GO:0006974	DOT1L
GO:0006974	CCDC13
GO:0006974	RBBP5
GO:0006974	FANCM
GO:0006974	NSD2
GO:0006974	ACTL6A
GO:0006974	CHEK2
GO:0006974	NONO
GO:0006974	FAAP20
GO:0006974	SLF2
GO:0006974	BRCA2
GO:0006974	DYRK2
GO:0006974	H2AFX
GO:0006974	CARM1
GO:0006974	DNA2
GO:0006974	MAPK15
GO:0006974	TFDP3
GO:0006974	MORF4L2
GO:0006974	PCLAF
GO:0006974	UBB
GO:0006974	EYA2
GO:0006974	SGK1
GO:0006974	CETN2
GO:0006974	SLC30A9
GO:0006974	SESN2
GO:0006974	WDR48
GO:0006974	ERCC6
GO:0006974	TLK2
GO:0006974	RINT1
GO:0006974	BIVM
GO:0006974	RPAIN
GO:0006974	ZMAT3
GO:0006974	CDK2
GO:0006974	LIG1
GO:0006974	ALKBH1
GO:0006974	POLR2A
GO:0006974	PMS2P11
GO:0006974	RBL2
GO:0006974	DYRK1A
GO:0006974	CUL4B
GO:0006974	CUL4A
GO:0006974	SETD2
GO:0006974	CTC1
GO:0006974	METTL3
GO:0006974	STK33
GO:0006974	CDKN1B
GO:0006974	IKBKG
GO:0006974	MACROD2
GO:0006974	SYCP1
GO:0006974	PPP5C
GO:0006974	POLR2I
GO:0006974	KAT5
GO:0006974	IRF7
GO:0006974	GNL1
GO:0006974	STK11
GO:0006974	CTLA4
GO:0006974	COPS5
GO:0006974	UPF1
GO:0006974	MORC2
GO:0006974	MEIOC
GO:0006974	NDRG1
GO:0006974	GTF2H2
GO:0006974	SPATA18
GO:0006974	APLF
GO:0006974	TP53
GO:0006974	TOPBP1
GO:0006974	TAF9B
GO:0006974	WNT1
GO:0006974	DDX39B
GO:0006974	PARG
GO:0006974	GTF2H5
GO:0006974	MAGEF1
GO:0006974	A8MVJ9
GO:0006974	CLSPN
GO:0006974	DDX1
GO:0006974	PMAIP1
GO:0006974	SWSAP1
GO:0006974	MNDA
GO:0006974	ACKR3
GO:0006974	PPP4C
GO:0006974	CHEK1
GO:0006974	CRIP1
GO:0006974	TPT1
GO:0006974	NEK1
GO:0006974	APC
GO:0006974	COPS4
GO:0006974	PALB2
GO:0006974	SLX4
GO:0006974	GTF2H4
GO:0006974	SMC5
GO:0006974	CENPX
GO:0006974	CDKN1A
GO:0006974	YAP1
GO:0006974	SFR1
GO:0006974	HELQ
GO:0006974	PLK1
GO:0006974	ZNF771
GO:0006974	BARD1
GO:0006974	DNAJA1
GO:0006974	BRCA1
GO:0006974	PHLDA3
GO:0006974	RNASEH2B
GO:0006974	RPS27L
GO:0006974	SPIRE2
GO:0006974	TWIST1
GO:0006974	TRIP13
GO:0006974	SPIRE1
GO:0006974	NKX3-1
GO:0006974	SETMAR
GO:0006974	TDG
GO:0006974	MCMDC2
GO:0006974	BCLAF1
GO:0006974	INTS3
GO:0006974	XRCC1
GO:0006974	SLFN11
GO:0006974	RTEL1
GO:0006974	PLK2
GO:0006974	GTSE1
GO:0006974	CYREN
GO:0006974	DCLRE1A
GO:0006974	SIRT6
GO:0006974	HUWE1
GO:0006974	BRIP1
GO:0006974	SP100
GO:0006974	CCDC155
GO:0006974	NFATC2
GO:0006974	PDS5A
GO:0006974	TAOK2
GO:0006974	CDIP1
GO:0006974	CD74
GO:0006974	XRCC4
GO:0006974	CNOT2
GO:0006974	NOP53
GO:0006974	UBE2V1
GO:0006974	PMS2P3
GO:0006974	BAG6
GO:0006974	RBM24
GO:0006974	SMARCAL1
GO:0006974	C9orf116
GO:0006974	BRAT1
GO:0006974	RPL26
GO:0006974	POLR2F
GO:0006974	COPS2
GO:0006974	MSH4
GO:0006974	FIGNL1
GO:0006974	DONSON
GO:0006974	MTA1
GO:0006974	ATM
GO:0006974	TIPIN
GO:0006974	HUS1
GO:0006974	USP28
GO:0006974	PAXX
GO:0006974	PPM1D
GO:0006974	FANCG
GO:0006974	UIMC1
GO:0006974	REXO4
GO:0006974	CBX3
GO:0006974	TFIP11
GO:0006974	RPA4
GO:0006974	PAK1
GO:0006974	CHAF1B
