source	target
GO:0006954	MYLK3
GO:0006954	IL17C
GO:0006954	NR1D1
GO:0006954	NLRP4
GO:0006954	TMSB4X
GO:0006954	NFRKB
GO:0006954	RELA
GO:0006954	PSMA1
GO:0006954	RASGRP1
GO:0006954	TPST1
GO:0006954	IL18RAP
GO:0006954	BDKRB2
GO:0006954	NFE2L1
GO:0006954	SBNO2
GO:0006954	SNX4
GO:0006954	IL6
GO:0006954	AZU1
GO:0006954	PYCARD
GO:0006954	CDO1
GO:0006954	TLR5
GO:0006954	TLR2
GO:0006954	MMP25
GO:0006954	SEH1L
GO:0006954	C4B
GO:0006954	C4A
GO:0006954	IL27
GO:0006954	APPL2
GO:0006954	SOCS5
GO:0006954	GPSM3
GO:0006954	NFAM1
GO:0006954	RPS6KA4
GO:0006954	C5orf30
GO:0006954	LIAS
GO:0006954	IRGM
GO:0006954	EGFR
GO:0006954	RABGEF1
GO:0006954	GPX1
GO:0006954	LY96
GO:0006954	VNN1
GO:0006954	C3AR1
GO:0006954	NFKBIA
GO:0006954	PNMA1
GO:0006954	CCL3
GO:0006954	CXCL8
GO:0006954	CD40
GO:0006954	C2CD4A
GO:0006954	ZC3H12A
GO:0006954	IRF3
GO:0006954	ITIH4
GO:0006954	HIST1H2BA
GO:0006954	TAC1
GO:0006954	ZNF580
GO:0006954	PSEN1
GO:0006954	CHST4
GO:0006954	RICTOR
GO:0006954	CCR7
GO:0006954	CCR1
GO:0006954	STK39
GO:0006954	REL
GO:0006954	MAPKAPK2
GO:0006954	GHRL
GO:0006954	CYSLTR1
GO:0006954	TRPV1
GO:0006954	NPPA
GO:0006954	TGFB1
GO:0006954	LDLR
GO:0006954	PRKCD
GO:0006954	GHSR
GO:0006954	P2RX7
GO:0006954	LIPA
GO:0006954	ADIPOQ
GO:0006954	TTBK1
GO:0006954	PSMB4
GO:0006954	NT5E
GO:0006954	CD200R1L
GO:0006954	TNFAIP3
GO:0006954	CNR1
GO:0006954	CCN3
GO:0006954	PIK3CG
GO:0006954	CD36
GO:0006954	CCL3L1
GO:0006954	SMO
GO:0006954	MYD88
GO:0006954	FOS
GO:0006954	TIRAP
GO:0006954	S100A9
GO:0006954	POLB
GO:0006954	SELE
GO:0006954	CCL22
GO:0006954	CMKLR1
GO:0006954	KLRG1
GO:0006954	LTB4R
GO:0006954	CCL19
GO:0006954	BLNK
GO:0006954	IL17RA
GO:0006954	CCRL2
