SYMBOL	GO TERM	GO NAME	TAXON ID
DCLRE1C	GO:0006974	cellular response to DNA damage stimulus	9606
XPC	GO:0006974	cellular response to DNA damage stimulus	9606
ERCC8	GO:0006974	cellular response to DNA damage stimulus	9606
STXBP4	GO:0006974	cellular response to DNA damage stimulus	9606
MRNIP	GO:0006974	cellular response to DNA damage stimulus	9606
FANCD2	GO:0006974	cellular response to DNA damage stimulus	9606
TEX12	GO:0006974	cellular response to DNA damage stimulus	9606
TEX15	GO:0006974	cellular response to DNA damage stimulus	9606
FXR2	GO:0006974	cellular response to DNA damage stimulus	9606
FXR1	GO:0006974	cellular response to DNA damage stimulus	9606
PAXIP1	GO:0006974	cellular response to DNA damage stimulus	9606
POLA1	GO:0006974	cellular response to DNA damage stimulus	9606
SEM1	GO:0006974	cellular response to DNA damage stimulus	9606
A0A0U1RQJ8	GO:0006974	cellular response to DNA damage stimulus	9606
PARP1	GO:0006974	cellular response to DNA damage stimulus	9606
ERCC6L2	GO:0006974	cellular response to DNA damage stimulus	9606
RFC1	GO:0006974	cellular response to DNA damage stimulus	9606
RFC2	GO:0006974	cellular response to DNA damage stimulus	9606
RFC4	GO:0006974	cellular response to DNA damage stimulus	9606
RPA3	GO:0006974	cellular response to DNA damage stimulus	9606
MC1R	GO:0006974	cellular response to DNA damage stimulus	9606
WDR70	GO:0006974	cellular response to DNA damage stimulus	9606
POLE	GO:0006974	cellular response to DNA damage stimulus	9606
MCL1	GO:0006974	cellular response to DNA damage stimulus	9606
BCL2L1	GO:0006974	cellular response to DNA damage stimulus	9606
BAX	GO:0006974	cellular response to DNA damage stimulus	9606
PAGR1	GO:0006974	cellular response to DNA damage stimulus	9606
INO80D	GO:0006974	cellular response to DNA damage stimulus	9606
ELL3	GO:0006974	cellular response to DNA damage stimulus	9606
RAD18	GO:0006974	cellular response to DNA damage stimulus	9606
CEP63	GO:0006974	cellular response to DNA damage stimulus	9606
INTS7	GO:0006974	cellular response to DNA damage stimulus	9606
MACROD1	GO:0006974	cellular response to DNA damage stimulus	9606
NPLOC4	GO:0006974	cellular response to DNA damage stimulus	9606
NEIL3	GO:0006974	cellular response to DNA damage stimulus	9606
CRADD	GO:0006974	cellular response to DNA damage stimulus	9606
GGN	GO:0006974	cellular response to DNA damage stimulus	9606
NTHL1	GO:0006974	cellular response to DNA damage stimulus	9606
BTG2	GO:0006974	cellular response to DNA damage stimulus	9606
ESCO2	GO:0006974	cellular response to DNA damage stimulus	9606
PRKDC	GO:0006974	cellular response to DNA damage stimulus	9606
SHLD2	GO:0006974	cellular response to DNA damage stimulus	9606
TENT4A	GO:0006974	cellular response to DNA damage stimulus	9606
INO80E	GO:0006974	cellular response to DNA damage stimulus	9606
ZBTB7A	GO:0006974	cellular response to DNA damage stimulus	9606
PCBP4	GO:0006974	cellular response to DNA damage stimulus	9606
MCM6	GO:0006974	cellular response to DNA damage stimulus	9606
DMC1	GO:0006974	cellular response to DNA damage stimulus	9606
HIC1	GO:0006974	cellular response to DNA damage stimulus	9606
MAP3K20	GO:0006974	cellular response to DNA damage stimulus	9606
TAOK3	GO:0006974	cellular response to DNA damage stimulus	9606
FBXO5	GO:0006974	cellular response to DNA damage stimulus	9606
VAV3	GO:0006974	cellular response to DNA damage stimulus	9606
FOXP1	GO:0006974	cellular response to DNA damage stimulus	9606
HIPK2	GO:0006974	cellular response to DNA damage stimulus	9606
FMN2	GO:0006974	cellular response to DNA damage stimulus	9606
NFRKB	GO:0006974	cellular response to DNA damage stimulus	9606
RBX1	GO:0006974	cellular response to DNA damage stimulus	9606
POLR2L	GO:0006974	cellular response to DNA damage stimulus	9606
NUDT16	GO:0006974	cellular response to DNA damage stimulus	9606
RMI2	GO:0006974	cellular response to DNA damage stimulus	9606
POLG	GO:0006974	cellular response to DNA damage stimulus	9606
E2F4	GO:0006974	cellular response to DNA damage stimulus	9606
HIST1H4A	GO:0006974	cellular response to DNA damage stimulus	9606
FBH1	GO:0006974	cellular response to DNA damage stimulus	9606
PARP3	GO:0006974	cellular response to DNA damage stimulus	9606
UCHL5	GO:0006974	cellular response to DNA damage stimulus	9606
SPO11	GO:0006974	cellular response to DNA damage stimulus	9606
PSME4	GO:0006974	cellular response to DNA damage stimulus	9606
NEK11	GO:0006974	cellular response to DNA damage stimulus	9606
FIGN	GO:0006974	cellular response to DNA damage stimulus	9606
POLD2	GO:0006974	cellular response to DNA damage stimulus	9606
PSMD10	GO:0006974	cellular response to DNA damage stimulus	9606
BCL2	GO:0006974	cellular response to DNA damage stimulus	9606
ZMPSTE24	GO:0006974	cellular response to DNA damage stimulus	9606
ZBTB47	GO:0006974	cellular response to DNA damage stimulus	9606
NFATC4	GO:0006974	cellular response to DNA damage stimulus	9606
MAP2K6	GO:0006974	cellular response to DNA damage stimulus	9606
SIRT1	GO:0006974	cellular response to DNA damage stimulus	9606
SAMHD1	GO:0006974	cellular response to DNA damage stimulus	9606
MAD2L2	GO:0006974	cellular response to DNA damage stimulus	9606
OTUB1	GO:0006974	cellular response to DNA damage stimulus	9606
TDP2	GO:0006974	cellular response to DNA damage stimulus	9606
MSH5	GO:0006974	cellular response to DNA damage stimulus	9606
PHF1	GO:0006974	cellular response to DNA damage stimulus	9606
UBE2W	GO:0006974	cellular response to DNA damage stimulus	9606
RFC3	GO:0006974	cellular response to DNA damage stimulus	9606
RFC5	GO:0006974	cellular response to DNA damage stimulus	9606
M0R2N6	GO:0006974	cellular response to DNA damage stimulus	9606
NABP1	GO:0006974	cellular response to DNA damage stimulus	9606
TMEM189-UBE2V1	GO:0006974	cellular response to DNA damage stimulus	9606
AXIN2	GO:0006974	cellular response to DNA damage stimulus	9606
MSH6	GO:0006974	cellular response to DNA damage stimulus	9606
EPC2	GO:0006974	cellular response to DNA damage stimulus	9606
CASP3	GO:0006974	cellular response to DNA damage stimulus	9606
GRB2	GO:0006974	cellular response to DNA damage stimulus	9606
UBA52	GO:0006974	cellular response to DNA damage stimulus	9606
HELB	GO:0006974	cellular response to DNA damage stimulus	9606
POLL	GO:0006974	cellular response to DNA damage stimulus	9606
PARP2	GO:0006974	cellular response to DNA damage stimulus	9606
USP16	GO:0006974	cellular response to DNA damage stimulus	9606
SNAI1	GO:0006974	cellular response to DNA damage stimulus	9606
MAPKAPK2	GO:0006974	cellular response to DNA damage stimulus	9606
TFPT	GO:0006974	cellular response to DNA damage stimulus	9606
EEF1E1	GO:0006974	cellular response to DNA damage stimulus	9606
DDIT4	GO:0006974	cellular response to DNA damage stimulus	9606
MAPK3	GO:0006974	cellular response to DNA damage stimulus	9606
MUC1	GO:0006974	cellular response to DNA damage stimulus	9606
BOD1L1	GO:0006974	cellular response to DNA damage stimulus	9606
RPA2	GO:0006974	cellular response to DNA damage stimulus	9606
ADPRHL2	GO:0006974	cellular response to DNA damage stimulus	9606
OARD1	GO:0006974	cellular response to DNA damage stimulus	9606
SSRP1	GO:0006974	cellular response to DNA damage stimulus	9606
EYA4	GO:0006974	cellular response to DNA damage stimulus	9606
HMGA1	GO:0006974	cellular response to DNA damage stimulus	9606
CCNK	GO:0006974	cellular response to DNA damage stimulus	9606
CNOT3	GO:0006974	cellular response to DNA damage stimulus	9606
CNOT4	GO:0006974	cellular response to DNA damage stimulus	9606
AP5Z1	GO:0006974	cellular response to DNA damage stimulus	9606
ACER2	GO:0006974	cellular response to DNA damage stimulus	9606
FAN1	GO:0006974	cellular response to DNA damage stimulus	9606
MASTL	GO:0006974	cellular response to DNA damage stimulus	9606
KDM2A	GO:0006974	cellular response to DNA damage stimulus	9606
ZBTB1	GO:0006974	cellular response to DNA damage stimulus	9606
USP10	GO:0006974	cellular response to DNA damage stimulus	9606
RECQL4	GO:0006974	cellular response to DNA damage stimulus	9606
NCOA6	GO:0006974	cellular response to DNA damage stimulus	9606
SMC1A	GO:0006974	cellular response to DNA damage stimulus	9606
MDC1	GO:0006974	cellular response to DNA damage stimulus	9606
ZC3H12A	GO:0006974	cellular response to DNA damage stimulus	9606
TRIP12	GO:0006974	cellular response to DNA damage stimulus	9606
IRF3	GO:0006974	cellular response to DNA damage stimulus	9606
TONSL	GO:0006974	cellular response to DNA damage stimulus	9606
ASCC2	GO:0006974	cellular response to DNA damage stimulus	9606
RNF169	GO:0006974	cellular response to DNA damage stimulus	9606
PYHIN1	GO:0006974	cellular response to DNA damage stimulus	9606
SFRP2	GO:0006974	cellular response to DNA damage stimulus	9606
RPS6KA6	GO:0006974	cellular response to DNA damage stimulus	9606
REV1	GO:0006974	cellular response to DNA damage stimulus	9606
PSEN1	GO:0006974	cellular response to DNA damage stimulus	9606
COPS7A	GO:0006974	cellular response to DNA damage stimulus	9606
ASF1A	GO:0006974	cellular response to DNA damage stimulus	9606
MORF4L1	GO:0006974	cellular response to DNA damage stimulus	9606
POLR2G	GO:0006974	cellular response to DNA damage stimulus	9606
ALKBH2	GO:0006974	cellular response to DNA damage stimulus	9606
FANCB	GO:0006974	cellular response to DNA damage stimulus	9606
MBD4	GO:0006974	cellular response to DNA damage stimulus	9606
TP63	GO:0006974	cellular response to DNA damage stimulus	9606
MLH1	GO:0006974	cellular response to DNA damage stimulus	9606
ZBTB38	GO:0006974	cellular response to DNA damage stimulus	9606
CDK5RAP3	GO:0006974	cellular response to DNA damage stimulus	9606
LIG3	GO:0006974	cellular response to DNA damage stimulus	9606
ANKLE1	GO:0006974	cellular response to DNA damage stimulus	9606
PYCARD	GO:0006974	cellular response to DNA damage stimulus	9606
VCP	GO:0006974	cellular response to DNA damage stimulus	9606
CHRNA4	GO:0006974	cellular response to DNA damage stimulus	9606
TCEA1	GO:0006974	cellular response to DNA damage stimulus	9606
FEM1B	GO:0006974	cellular response to DNA damage stimulus	9606
BCL2L12	GO:0006974	cellular response to DNA damage stimulus	9606
IGHMBP2	GO:0006974	cellular response to DNA damage stimulus	9606
ASCC3	GO:0006974	cellular response to DNA damage stimulus	9606
SMG1	GO:0006974	cellular response to DNA damage stimulus	9606
RHNO1	GO:0006974	cellular response to DNA damage stimulus	9606
ZBTB5	GO:0006974	cellular response to DNA damage stimulus	9606
ZNF385A	GO:0006974	cellular response to DNA damage stimulus	9606
RCHY1	GO:0006974	cellular response to DNA damage stimulus	9606
TDP1	GO:0006974	cellular response to DNA damage stimulus	9606
NHEJ1	GO:0006974	cellular response to DNA damage stimulus	9606
COPS7B	GO:0006974	cellular response to DNA damage stimulus	9606
AP5S1	GO:0006974	cellular response to DNA damage stimulus	9606
RAD9B	GO:0006974	cellular response to DNA damage stimulus	9606
TNF	GO:0006974	cellular response to DNA damage stimulus	9606
ANKRD1	GO:0006974	cellular response to DNA damage stimulus	9606
DDIAS	GO:0006974	cellular response to DNA damage stimulus	9606
NPM1	GO:0006974	cellular response to DNA damage stimulus	9606
CEBPG	GO:0006974	cellular response to DNA damage stimulus	9606
TAF1	GO:0006974	cellular response to DNA damage stimulus	9606
MSX1	GO:0006974	cellular response to DNA damage stimulus	9606
RNF113A	GO:0006974	cellular response to DNA damage stimulus	9606
OGG1	GO:0006974	cellular response to DNA damage stimulus	9606
FGF10	GO:0006974	cellular response to DNA damage stimulus	9606
CLOCK	GO:0006974	cellular response to DNA damage stimulus	9606
POLR2D	GO:0006974	cellular response to DNA damage stimulus	9606
RADX	GO:0006974	cellular response to DNA damage stimulus	9606
SMC6	GO:0006974	cellular response to DNA damage stimulus	9606
WRAP53	GO:0006974	cellular response to DNA damage stimulus	9606
POLM	GO:0006974	cellular response to DNA damage stimulus	9606
ATRX	GO:0006974	cellular response to DNA damage stimulus	9606
UBE2N	GO:0006974	cellular response to DNA damage stimulus	9606
NIPBL	GO:0006974	cellular response to DNA damage stimulus	9606
UBE2D3	GO:0006974	cellular response to DNA damage stimulus	9606
NBN	GO:0006974	cellular response to DNA damage stimulus	9606
TRRAP	GO:0006974	cellular response to DNA damage stimulus	9606
KIF22	GO:0006974	cellular response to DNA damage stimulus	9606
MSH3	GO:0006974	cellular response to DNA damage stimulus	9606
POLR2J	GO:0006974	cellular response to DNA damage stimulus	9606
POLR2H	GO:0006974	cellular response to DNA damage stimulus	9606
RNASEH2A	GO:0006974	cellular response to DNA damage stimulus	9606
POLK	GO:0006974	cellular response to DNA damage stimulus	9606
MRPS9	GO:0006974	cellular response to DNA damage stimulus	9606
GINS2	GO:0006974	cellular response to DNA damage stimulus	9606
MRPS11	GO:0006974	cellular response to DNA damage stimulus	9606
RUVBL2	GO:0006974	cellular response to DNA damage stimulus	9606
UBA1	GO:0006974	cellular response to DNA damage stimulus	9606
CLU	GO:0006974	cellular response to DNA damage stimulus	9606
WDHD1	GO:0006974	cellular response to DNA damage stimulus	9606
ASH2L	GO:0006974	cellular response to DNA damage stimulus	9606
FANCF	GO:0006974	cellular response to DNA damage stimulus	9606
MCM2	GO:0006974	cellular response to DNA damage stimulus	9606
DMAP1	GO:0006974	cellular response to DNA damage stimulus	9606
ZFYVE26	GO:0006974	cellular response to DNA damage stimulus	9606
EXO5	GO:0006974	cellular response to DNA damage stimulus	9606
INIP	GO:0006974	cellular response to DNA damage stimulus	9606
Q6ZNB5	GO:0006974	cellular response to DNA damage stimulus	9606
RNF111	GO:0006974	cellular response to DNA damage stimulus	9606
FEN1	GO:0006974	cellular response to DNA damage stimulus	9606
TOPORS	GO:0006974	cellular response to DNA damage stimulus	9606
RAD54B	GO:0006974	cellular response to DNA damage stimulus	9606
SHPRH	GO:0006974	cellular response to DNA damage stimulus	9606
SPRED3	GO:0006974	cellular response to DNA damage stimulus	9606
NSMCE3	GO:0006974	cellular response to DNA damage stimulus	9606
NSMCE2	GO:0006974	cellular response to DNA damage stimulus	9606
MRE11	GO:0006974	cellular response to DNA damage stimulus	9606
POLE3	GO:0006974	cellular response to DNA damage stimulus	9606
LIG4	GO:0006974	cellular response to DNA damage stimulus	9606
NUPR1	GO:0006974	cellular response to DNA damage stimulus	9606
KLHL15	GO:0006974	cellular response to DNA damage stimulus	9606
KDM1A	GO:0006974	cellular response to DNA damage stimulus	9606
PRIMPOL	GO:0006974	cellular response to DNA damage stimulus	9606
FMR1	GO:0006974	cellular response to DNA damage stimulus	9606
AQR	GO:0006974	cellular response to DNA damage stimulus	9606
FOXM1	GO:0006974	cellular response to DNA damage stimulus	9606
UBE2E2	GO:0006974	cellular response to DNA damage stimulus	9606
STN1	GO:0006974	cellular response to DNA damage stimulus	9606
TNKS1BP1	GO:0006974	cellular response to DNA damage stimulus	9606
FTO	GO:0006974	cellular response to DNA damage stimulus	9606
PRDM9	GO:0006974	cellular response to DNA damage stimulus	9606
CNOT6L	GO:0006974	cellular response to DNA damage stimulus	9606
PIF1	GO:0006974	cellular response to DNA damage stimulus	9606
KMT5A	GO:0006974	cellular response to DNA damage stimulus	9606
CSB-PGBD3	GO:0006974	cellular response to DNA damage stimulus	9606
PPIE	GO:0006974	cellular response to DNA damage stimulus	9606
ZBTB3	GO:0006974	cellular response to DNA damage stimulus	9606
INO80B	GO:0006974	cellular response to DNA damage stimulus	9606
PRMT6	GO:0006974	cellular response to DNA damage stimulus	9606
CBL	GO:0006974	cellular response to DNA damage stimulus	9606
EME1	GO:0006974	cellular response to DNA damage stimulus	9606
RBM17	GO:0006974	cellular response to DNA damage stimulus	9606
CFAP410	GO:0006974	cellular response to DNA damage stimulus	9606
POLH	GO:0006974	cellular response to DNA damage stimulus	9606
POLR2B	GO:0006974	cellular response to DNA damage stimulus	9606
RUVBL1	GO:0006974	cellular response to DNA damage stimulus	9606
BCCIP	GO:0006974	cellular response to DNA damage stimulus	9606
TAF9	GO:0006974	cellular response to DNA damage stimulus	9606
ALKBH5	GO:0006974	cellular response to DNA damage stimulus	9606
APEX2	GO:0006974	cellular response to DNA damage stimulus	9606
PCNA	GO:0006974	cellular response to DNA damage stimulus	9606
BCL2L11	GO:0006974	cellular response to DNA damage stimulus	9606
BCL2A1	GO:0006974	cellular response to DNA damage stimulus	9606
MAPK14	GO:0006974	cellular response to DNA damage stimulus	9606
DDB1	GO:0006974	cellular response to DNA damage stimulus	9606
XRCC3	GO:0006974	cellular response to DNA damage stimulus	9606
XRCC2	GO:0006974	cellular response to DNA damage stimulus	9606
CRY1	GO:0006974	cellular response to DNA damage stimulus	9606
BATF	GO:0006974	cellular response to DNA damage stimulus	9606
WAS	GO:0006974	cellular response to DNA damage stimulus	9606
BLM	GO:0006974	cellular response to DNA damage stimulus	9606
UBE2A	GO:0006974	cellular response to DNA damage stimulus	9606
NUCKS1	GO:0006974	cellular response to DNA damage stimulus	9606
CDC45	GO:0006974	cellular response to DNA damage stimulus	9606
NEIL1	GO:0006974	cellular response to DNA damage stimulus	9606
UVRAG	GO:0006974	cellular response to DNA damage stimulus	9606
CDCA5	GO:0006974	cellular response to DNA damage stimulus	9606
DDX11	GO:0006974	cellular response to DNA damage stimulus	9606
CASP2	GO:0006974	cellular response to DNA damage stimulus	9606
PTTG1	GO:0006974	cellular response to DNA damage stimulus	9606
ALKBH8	GO:0006974	cellular response to DNA damage stimulus	9606
POLG2	GO:0006974	cellular response to DNA damage stimulus	9606
HUS1B	GO:0006974	cellular response to DNA damage stimulus	9606
CNOT8	GO:0006974	cellular response to DNA damage stimulus	9606
MCRS1	GO:0006974	cellular response to DNA damage stimulus	9606
MAPT	GO:0006974	cellular response to DNA damage stimulus	9606
SYF2	GO:0006974	cellular response to DNA damage stimulus	9606
SPATA22	GO:0006974	cellular response to DNA damage stimulus	9606
CIDEB	GO:0006974	cellular response to DNA damage stimulus	9606
MLH3	GO:0006974	cellular response to DNA damage stimulus	9606
TIPRL	GO:0006974	cellular response to DNA damage stimulus	9606
POLQ	GO:0006974	cellular response to DNA damage stimulus	9606
FBXO45	GO:0006974	cellular response to DNA damage stimulus	9606
RAD51C	GO:0006974	cellular response to DNA damage stimulus	9606
PLK3	GO:0006974	cellular response to DNA damage stimulus	9606
MAEL	GO:0006974	cellular response to DNA damage stimulus	9606
RAD17	GO:0006974	cellular response to DNA damage stimulus	9606
DDX5	GO:0006974	cellular response to DNA damage stimulus	9606
USP47	GO:0006974	cellular response to DNA damage stimulus	9606
YJU2	GO:0006974	cellular response to DNA damage stimulus	9606
GTF2H1	GO:0006974	cellular response to DNA damage stimulus	9606
MCM7	GO:0006974	cellular response to DNA damage stimulus	9606
PLAGL1	GO:0006974	cellular response to DNA damage stimulus	9606
MYO6	GO:0006974	cellular response to DNA damage stimulus	9606
ATMIN	GO:0006974	cellular response to DNA damage stimulus	9606
ISY1	GO:0006974	cellular response to DNA damage stimulus	9606
FZR1	GO:0006974	cellular response to DNA damage stimulus	9606
ZBTB42	GO:0006974	cellular response to DNA damage stimulus	9606
CSNK1E	GO:0006974	cellular response to DNA damage stimulus	9606
CNOT6	GO:0006974	cellular response to DNA damage stimulus	9606
INO80	GO:0006974	cellular response to DNA damage stimulus	9606
PDS5B	GO:0006974	cellular response to DNA damage stimulus	9606
MCTS1	GO:0006974	cellular response to DNA damage stimulus	9606
PPP1R15A	GO:0006974	cellular response to DNA damage stimulus	9606
HERC2	GO:0006974	cellular response to DNA damage stimulus	9606
PMS2P2	GO:0006974	cellular response to DNA damage stimulus	9606
PIK3R1	GO:0006974	cellular response to DNA damage stimulus	9606
CNOT11	GO:0006974	cellular response to DNA damage stimulus	9606
HIST3H3	GO:0006974	cellular response to DNA damage stimulus	9606
FBXO4	GO:0006974	cellular response to DNA damage stimulus	9606
IFI16	GO:0006974	cellular response to DNA damage stimulus	9606
PMS2	GO:0006974	cellular response to DNA damage stimulus	9606
PMS1	GO:0006974	cellular response to DNA damage stimulus	9606
ATXN3	GO:0006974	cellular response to DNA damage stimulus	9606
BAK1	GO:0006974	cellular response to DNA damage stimulus	9606
SUV39H1	GO:0006974	cellular response to DNA damage stimulus	9606
HTRA2	GO:0006974	cellular response to DNA damage stimulus	9606
PARP4	GO:0006974	cellular response to DNA damage stimulus	9606
TLK1	GO:0006974	cellular response to DNA damage stimulus	9606
RAD51D	GO:0006974	cellular response to DNA damage stimulus	9606
SOX4	GO:0006974	cellular response to DNA damage stimulus	9606
H3BRQ4	GO:0006974	cellular response to DNA damage stimulus	9606
AUNIP	GO:0006974	cellular response to DNA damage stimulus	9606
HINFP	GO:0006974	cellular response to DNA damage stimulus	9606
POLR2E	GO:0006974	cellular response to DNA damage stimulus	9606
TREX1	GO:0006974	cellular response to DNA damage stimulus	9606
ERCC1	GO:0006974	cellular response to DNA damage stimulus	9606
EXO1	GO:0006974	cellular response to DNA damage stimulus	9606
CEP164	GO:0006974	cellular response to DNA damage stimulus	9606
FH	GO:0006974	cellular response to DNA damage stimulus	9606
LYN	GO:0006974	cellular response to DNA damage stimulus	9606
FBXO6	GO:0006974	cellular response to DNA damage stimulus	9606
SHLD3	GO:0006974	cellular response to DNA damage stimulus	9606
ZNF830	GO:0006974	cellular response to DNA damage stimulus	9606
TREX2	GO:0006974	cellular response to DNA damage stimulus	9606
RAD23B	GO:0006974	cellular response to DNA damage stimulus	9606
RAD23A	GO:0006974	cellular response to DNA damage stimulus	9606
PML	GO:0006974	cellular response to DNA damage stimulus	9606
NABP2	GO:0006974	cellular response to DNA damage stimulus	9606
EGLN3	GO:0006974	cellular response to DNA damage stimulus	9606
RFWD3	GO:0006974	cellular response to DNA damage stimulus	9606
GIGYF2	GO:0006974	cellular response to DNA damage stimulus	9606
IKBKE	GO:0006974	cellular response to DNA damage stimulus	9606
DYRK3	GO:0006974	cellular response to DNA damage stimulus	9606
MCM8	GO:0006974	cellular response to DNA damage stimulus	9606
UBE2U	GO:0006974	cellular response to DNA damage stimulus	9606
TRIAP1	GO:0006974	cellular response to DNA damage stimulus	9606
HMGA2	GO:0006974	cellular response to DNA damage stimulus	9606
ING2	GO:0006974	cellular response to DNA damage stimulus	9606
CNOT7	GO:0006974	cellular response to DNA damage stimulus	9606
EME2	GO:0006974	cellular response to DNA damage stimulus	9606
EGFR	GO:0006974	cellular response to DNA damage stimulus	9606
ZSWIM7	GO:0006974	cellular response to DNA damage stimulus	9606
RAD51AP1	GO:0006974	cellular response to DNA damage stimulus	9606
ABL1	GO:0006974	cellular response to DNA damage stimulus	9606
BCL3	GO:0006974	cellular response to DNA damage stimulus	9606
E2F7	GO:0006974	cellular response to DNA damage stimulus	9606
NUAK1	GO:0006974	cellular response to DNA damage stimulus	9606
MPG	GO:0006974	cellular response to DNA damage stimulus	9606
DDB2	GO:0006974	cellular response to DNA damage stimulus	9606
STUB1	GO:0006974	cellular response to DNA damage stimulus	9606
EPHA2	GO:0006974	cellular response to DNA damage stimulus	9606
RAD21	GO:0006974	cellular response to DNA damage stimulus	9606
SLX1A	GO:0006974	cellular response to DNA damage stimulus	9606
UBE2NL	GO:0006974	cellular response to DNA damage stimulus	9606
RGCC	GO:0006974	cellular response to DNA damage stimulus	9606
RAD51	GO:0006974	cellular response to DNA damage stimulus	9606
TIGAR	GO:0006974	cellular response to DNA damage stimulus	9606
BOK	GO:0006974	cellular response to DNA damage stimulus	9606
E2F1	GO:0006974	cellular response to DNA damage stimulus	9606
TNFRSF1B	GO:0006974	cellular response to DNA damage stimulus	9606
SMARCAD1	GO:0006974	cellular response to DNA damage stimulus	9606
RAD21L1	GO:0006974	cellular response to DNA damage stimulus	9606
HMCES	GO:0006974	cellular response to DNA damage stimulus	9606
BAZ1B	GO:0006974	cellular response to DNA damage stimulus	9606
MUTYH	GO:0006974	cellular response to DNA damage stimulus	9606
THOC1	GO:0006974	cellular response to DNA damage stimulus	9606
SNAI2	GO:0006974	cellular response to DNA damage stimulus	9606
PTPN11	GO:0006974	cellular response to DNA damage stimulus	9606
NACC2	GO:0006974	cellular response to DNA damage stimulus	9606
APEX1	GO:0006974	cellular response to DNA damage stimulus	9606
RPA1	GO:0006974	cellular response to DNA damage stimulus	9606
SPRTN	GO:0006974	cellular response to DNA damage stimulus	9606
PEA15	GO:0006974	cellular response to DNA damage stimulus	9606
USP1	GO:0006974	cellular response to DNA damage stimulus	9606
CXCL12	GO:0006974	cellular response to DNA damage stimulus	9606
POLD4	GO:0006974	cellular response to DNA damage stimulus	9606
MEN1	GO:0006974	cellular response to DNA damage stimulus	9606
XAB2	GO:0006974	cellular response to DNA damage stimulus	9606
RAD54L	GO:0006974	cellular response to DNA damage stimulus	9606
NUDT1	GO:0006974	cellular response to DNA damage stimulus	9606
BCL2L10	GO:0006974	cellular response to DNA damage stimulus	9606
APBB1	GO:0006974	cellular response to DNA damage stimulus	9606
