pathway	entrezgene
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	10663
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	84957
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3952
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	29949
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	4049
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3605
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3606
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3604
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	5008
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8200
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3601
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3600
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	10563
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	4050
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8718
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	4055
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	58985
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	959
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	958
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	728045
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2690
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8807
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	4283
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	23765
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2688
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3976
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2689
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3977
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8809
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	7292
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	7293
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1524
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	414062
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	5159
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1896
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	9547
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3552
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	10913
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	11009
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1270
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1271
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	10673
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	56034
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	7422
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	7424
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	7423
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	10803
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	4804
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	116379
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	5154
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	94
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	5155
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	9560
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	93
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	5156
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	92
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	91
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	90
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2277
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	23495
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	64806
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	9966
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2056
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3581
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2919
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	7124
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	643
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3442
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3441
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3440
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8771
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3439
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3579
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3577
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3578
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	56477
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3575
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3576
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3594
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3593
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3596
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3595
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3590
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3592
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3791
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	7133
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3451
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	7132
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3452
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8784
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3443
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1232
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	51330
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3444
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1233
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3445
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1234
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3446
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1235
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3447
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1236
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3448
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1237
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3449
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	55801
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	58191
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3586
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	60401
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3587
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3588
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2057
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3589
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3563
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3562
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3561
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1956
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3560
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1230
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	6846
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3460
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1950
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	6346
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8797
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3458
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3459
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8793
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3456
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8792
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8795
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3454
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8794
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3455
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3556
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3553
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	269
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3554
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	268
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3559
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	53833
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	59067
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8995
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3558
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	53832
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	659
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	657
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3570
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	658
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	64109
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3572
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	56832
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3574
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	5196
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2920
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2921
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	650
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	5197
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	655
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	282617
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	282618
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	27242
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	355
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	282616
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	356
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3467
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	5473
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	85480
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3565
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3566
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3567
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3568
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3569
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	5737
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	5732
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	5731
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	5734
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	5733
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	10203
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	6870
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	5739
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	155
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	154
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	59340
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	152
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	153
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	6869
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	150
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	151
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	6865
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	2859
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	7068
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	7067
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	5746
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	5745
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	5646
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	5645
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	4889
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	5644
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	1081
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	4886
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	4887
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	59350
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	2847
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	2846
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	1812
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	1813
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	1814
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	1815
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	1816
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	7201
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	56923
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	6752
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	6753
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	6751
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	5618
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	5617
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	728
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	2837
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	623
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	624
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	2832
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	2831
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	2834
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	1442
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	10886
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	319100
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	23620
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	187
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	10316
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	10888
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	55879
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	5340
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	719
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	185
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	2587
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	186
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	6755
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	6754
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	117
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	7253
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	2897
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	7252
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	2898
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	2899
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	2893
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	2894
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	2895
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	4157
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	706
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	53637
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	4159
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	4158
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	2570
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	2892
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	7442
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	2891
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	2890
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	4543
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	3953
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	4544
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	3952
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	4160
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	2563
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	4161
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	2564
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	2565
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	2566
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	2567
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	2568
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	2569
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	2562
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	134
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	2561
KEGG NEUROACTIVE LIGAND RECEPTOR INTERACTION	135
