pathway	entrezgene
REACTOME PEPTIDE LIGAND BINDING RECEPTORS	5660
REACTOME PEPTIDE LIGAND BINDING RECEPTORS	3792
REACTOME PEPTIDE LIGAND BINDING RECEPTORS	553
REACTOME PEPTIDE LIGAND BINDING RECEPTORS	5540
REACTOME PEPTIDE LIGAND BINDING RECEPTORS	129521
REACTOME PEPTIDE LIGAND BINDING RECEPTORS	2532
REACTOME PEPTIDE LIGAND BINDING RECEPTORS	10850
REACTOME PEPTIDE LIGAND BINDING RECEPTORS	594857
REACTOME PEPTIDE LIGAND BINDING RECEPTORS	1325
REACTOME PEPTIDE LIGAND BINDING RECEPTORS	3640
REACTOME PEPTIDE LIGAND BINDING RECEPTORS	4157
REACTOME PEPTIDE LIGAND BINDING RECEPTORS	6352
REACTOME PEPTIDE LIGAND BINDING RECEPTORS	6368
REACTOME PEPTIDE LIGAND BINDING RECEPTORS	6360
REACTOME PEPTIDE LIGAND BINDING RECEPTORS	6753
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	6376
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	2920
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	6387
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	6346
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	1235
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	6364
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	9034
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	729230
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	7852
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	6372
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	1236
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	51554
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	6370
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	6366
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	4283
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	6375
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	6846
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	57007
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	56477
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	10563
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	643
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	1234
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	58191
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	3577
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	2921
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	6374
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	5473
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	5196
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	2919
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	1230
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	1524
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	3627
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	6373
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	3576
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	10663
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	6363
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	2829
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	10803
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	1237
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	3579
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	6357
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	1232
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	1233
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	2826
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	2833
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	10850
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	6352
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	6360
REACTOME SIGNALING BY INSULIN RECEPTOR	9846
REACTOME SIGNALING BY INSULIN RECEPTOR	535
REACTOME SIGNALING BY INSULIN RECEPTOR	51606
REACTOME SIGNALING BY INSULIN RECEPTOR	5291
REACTOME SIGNALING BY INSULIN RECEPTOR	2263
REACTOME SIGNALING BY INSULIN RECEPTOR	2261
REACTOME SIGNALING BY INSULIN RECEPTOR	2255
REACTOME SIGNALING BY INSULIN RECEPTOR	27006
REACTOME SIGNALING BY INSULIN RECEPTOR	537
REACTOME SIGNALING BY INSULIN RECEPTOR	2249
REACTOME SIGNALING BY INSULIN RECEPTOR	2260
REACTOME SIGNALING BY INSULIN RECEPTOR	5289
REACTOME SIGNALING BY INSULIN RECEPTOR	26281
REACTOME SIGNALING BY INSULIN RECEPTOR	2323
REACTOME SIGNALING BY INSULIN RECEPTOR	5594
REACTOME SIGNALING BY INSULIN RECEPTOR	51382
REACTOME SIGNALING BY INSULIN RECEPTOR	57761
REACTOME SIGNALING BY INSULIN RECEPTOR	2254
REACTOME SIGNALING BY INSULIN RECEPTOR	5595
REACTOME SIGNALING BY INSULIN RECEPTOR	208
REACTOME SIGNALING BY INSULIN RECEPTOR	5296
REACTOME SIGNALING BY INSULIN RECEPTOR	50617
REACTOME SIGNALING BY INSULIN RECEPTOR	2887
REACTOME SIGNALING BY INSULIN RECEPTOR	2253
REACTOME SIGNALING BY INSULIN RECEPTOR	2549
REACTOME SIGNALING BY INSULIN RECEPTOR	10312
REACTOME SIGNALING BY INSULIN RECEPTOR	2251
REACTOME SIGNALING BY INSULIN RECEPTOR	2246
REACTOME SIGNALING BY INSULIN RECEPTOR	8992
REACTOME SIGNALING BY INSULIN RECEPTOR	523
REACTOME SIGNALING BY INSULIN RECEPTOR	6654
REACTOME SIGNALING BY INSULIN RECEPTOR	525
REACTOME SIGNALING BY INSULIN RECEPTOR	533
REACTOME SIGNALING BY INSULIN RECEPTOR	8074
REACTOME SIGNALING BY INSULIN RECEPTOR	5290
REACTOME SIGNALING BY INSULIN RECEPTOR	2322
REACTOME SIGNALING BY INSULIN RECEPTOR	9296
REACTOME SIGNALING BY INSULIN RECEPTOR	529
REACTOME SIGNALING BY INSULIN RECEPTOR	9365
REACTOME SIGNALING BY INSULIN RECEPTOR	3845
REACTOME SIGNALING BY INSULIN RECEPTOR	152831
REACTOME SIGNALING BY INSULIN RECEPTOR	9550
REACTOME SIGNALING BY INSULIN RECEPTOR	2250
REACTOME SIGNALING BY INSULIN RECEPTOR	2247
REACTOME SIGNALING BY INSULIN RECEPTOR	2252
REACTOME SIGNALING BY INSULIN RECEPTOR	5170
REACTOME SIGNALING BY INSULIN RECEPTOR	245973
REACTOME SIGNALING BY INSULIN RECEPTOR	5295
REACTOME SIGNALING BY INSULIN RECEPTOR	526
REACTOME SIGNALING BY INSULIN RECEPTOR	245972
REACTOME SIGNALING BY INSULIN RECEPTOR	127124
REACTOME SIGNALING BY INSULIN RECEPTOR	5140
REACTOME SIGNALING BY INSULIN RECEPTOR	528
REACTOME SIGNALING BY INSULIN RECEPTOR	8817
REACTOME SIGNALING BY INSULIN RECEPTOR	8822
REACTOME SIGNALING BY INSULIN RECEPTOR	117145
REACTOME SIGNALING BY INSULIN RECEPTOR	9114
REACTOME SIGNALING BY INSULIN RECEPTOR	6464
REACTOME SIGNALING BY INSULIN RECEPTOR	2264
REACTOME SIGNALING BY INSULIN RECEPTOR	9965
REACTOME SIGNALING BY INSULIN RECEPTOR	10818
REACTOME SIGNALING BY INSULIN RECEPTOR	3667
REACTOME SIGNALING BY INSULIN RECEPTOR	3643
REACTOME SIGNALING BY INSULIN RECEPTOR	155066
REACTOME SIGNALING BY INSULIN RECEPTOR	3265
REACTOME SIGNALING BY INSULIN RECEPTOR	2885
REACTOME SIGNALING BY INSULIN RECEPTOR	5781
REACTOME SIGNALING BY INSULIN RECEPTOR	23545
REACTOME SIGNALING BY INSULIN RECEPTOR	527
REACTOME SIGNALING BY INSULIN RECEPTOR	8660
REACTOME SIGNALING BY INSULIN RECEPTOR	2248
REACTOME SIGNALING BY INSULIN RECEPTOR	30849
REACTOME SIGNALING BY INSULIN RECEPTOR	8823
REACTOME SIGNALING BY INSULIN RECEPTOR	4893
REACTOME SIGNALING BY INSULIN RECEPTOR	534
REACTOME SIGNALING BY INSULIN RECEPTOR	54106
REACTOME SIGNALING BY INSULIN RECEPTOR	90423
REACTOME SIGNALING BY INSULIN RECEPTOR	3630
REACTOME G1 S SPECIFIC TRANSCRIPTION	5933
REACTOME G1 S SPECIFIC TRANSCRIPTION	4998
REACTOME G1 S SPECIFIC TRANSCRIPTION	8318
REACTOME G1 S SPECIFIC TRANSCRIPTION	990
REACTOME G1 S SPECIFIC TRANSCRIPTION	1869
REACTOME G1 S SPECIFIC TRANSCRIPTION	5422
REACTOME G1 S SPECIFIC TRANSCRIPTION	5934
REACTOME G1 S SPECIFIC TRANSCRIPTION	898
REACTOME G1 S SPECIFIC TRANSCRIPTION	26271
REACTOME G1 S SPECIFIC TRANSCRIPTION	7029
REACTOME G1 S SPECIFIC TRANSCRIPTION	3065
REACTOME G1 S SPECIFIC TRANSCRIPTION	5111
REACTOME G1 S SPECIFIC TRANSCRIPTION	8900
REACTOME G1 S SPECIFIC TRANSCRIPTION	1875
REACTOME G1 S SPECIFIC TRANSCRIPTION	5928
REACTOME G1 S SPECIFIC TRANSCRIPTION	993
REACTOME G1 S SPECIFIC TRANSCRIPTION	81620
REACTOME G1 S SPECIFIC TRANSCRIPTION	7083
REACTOME G1 S SPECIFIC TRANSCRIPTION	1876
REACTOME G1 S SPECIFIC TRANSCRIPTION	983
REACTOME G1 S SPECIFIC TRANSCRIPTION	6241
REACTOME G1 S SPECIFIC TRANSCRIPTION	7298
REACTOME G1 S SPECIFIC TRANSCRIPTION	286826
REACTOME G1 S SPECIFIC TRANSCRIPTION	132660
REACTOME G1 S SPECIFIC TRANSCRIPTION	7027
REACTOME G1 S SPECIFIC TRANSCRIPTION	1874
REACTOME G1 S SPECIFIC TRANSCRIPTION	91750
REACTOME G1 S SPECIFIC TRANSCRIPTION	1719
REACTOME G1 S SPECIFIC TRANSCRIPTION	55957
REACTOME IRS MEDIATED SIGNALLING	9846
REACTOME IRS MEDIATED SIGNALLING	5291
REACTOME IRS MEDIATED SIGNALLING	2263
REACTOME IRS MEDIATED SIGNALLING	2261
REACTOME IRS MEDIATED SIGNALLING	2255
REACTOME IRS MEDIATED SIGNALLING	27006
REACTOME IRS MEDIATED SIGNALLING	2249
REACTOME IRS MEDIATED SIGNALLING	2260
REACTOME IRS MEDIATED SIGNALLING	5289
REACTOME IRS MEDIATED SIGNALLING	26281
REACTOME IRS MEDIATED SIGNALLING	2323
REACTOME IRS MEDIATED SIGNALLING	57761
REACTOME IRS MEDIATED SIGNALLING	2254
REACTOME IRS MEDIATED SIGNALLING	208
REACTOME IRS MEDIATED SIGNALLING	5296
REACTOME IRS MEDIATED SIGNALLING	2253
REACTOME IRS MEDIATED SIGNALLING	2549
REACTOME IRS MEDIATED SIGNALLING	2251
REACTOME IRS MEDIATED SIGNALLING	2246
REACTOME IRS MEDIATED SIGNALLING	6654
REACTOME IRS MEDIATED SIGNALLING	8074
REACTOME IRS MEDIATED SIGNALLING	5290
REACTOME IRS MEDIATED SIGNALLING	2322
REACTOME IRS MEDIATED SIGNALLING	9365
REACTOME IRS MEDIATED SIGNALLING	3845
REACTOME IRS MEDIATED SIGNALLING	152831
REACTOME IRS MEDIATED SIGNALLING	2250
REACTOME IRS MEDIATED SIGNALLING	2247
REACTOME IRS MEDIATED SIGNALLING	2252
REACTOME IRS MEDIATED SIGNALLING	5170
REACTOME IRS MEDIATED SIGNALLING	5295
REACTOME IRS MEDIATED SIGNALLING	5140
REACTOME IRS MEDIATED SIGNALLING	8817
REACTOME IRS MEDIATED SIGNALLING	8822
REACTOME IRS MEDIATED SIGNALLING	117145
REACTOME IRS MEDIATED SIGNALLING	2264
REACTOME IRS MEDIATED SIGNALLING	9965
REACTOME IRS MEDIATED SIGNALLING	10818
REACTOME IRS MEDIATED SIGNALLING	3667
REACTOME IRS MEDIATED SIGNALLING	3265
REACTOME IRS MEDIATED SIGNALLING	2885
REACTOME IRS MEDIATED SIGNALLING	5781
REACTOME IRS MEDIATED SIGNALLING	8660
REACTOME IRS MEDIATED SIGNALLING	2248
REACTOME IRS MEDIATED SIGNALLING	30849
REACTOME IRS MEDIATED SIGNALLING	8823
REACTOME IRS MEDIATED SIGNALLING	4893
REACTOME IRS MEDIATED SIGNALLING	54106
REACTOME TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 RBL1 AND P130 RBL2 IN COMPLEX WITH HDAC1	5933
REACTOME TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 RBL1 AND P130 RBL2 IN COMPLEX WITH HDAC1	4605
REACTOME TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 RBL1 AND P130 RBL2 IN COMPLEX WITH HDAC1	1869
REACTOME TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 RBL1 AND P130 RBL2 IN COMPLEX WITH HDAC1	5934
REACTOME TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 RBL1 AND P130 RBL2 IN COMPLEX WITH HDAC1	7029
REACTOME TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 RBL1 AND P130 RBL2 IN COMPLEX WITH HDAC1	3065
REACTOME TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 RBL1 AND P130 RBL2 IN COMPLEX WITH HDAC1	1875
REACTOME TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 RBL1 AND P130 RBL2 IN COMPLEX WITH HDAC1	890
REACTOME TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 RBL1 AND P130 RBL2 IN COMPLEX WITH HDAC1	5928
REACTOME TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 RBL1 AND P130 RBL2 IN COMPLEX WITH HDAC1	983
REACTOME TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 RBL1 AND P130 RBL2 IN COMPLEX WITH HDAC1	286826
REACTOME TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 RBL1 AND P130 RBL2 IN COMPLEX WITH HDAC1	132660
REACTOME TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 RBL1 AND P130 RBL2 IN COMPLEX WITH HDAC1	7027
REACTOME TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 RBL1 AND P130 RBL2 IN COMPLEX WITH HDAC1	1874
REACTOME TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 RBL1 AND P130 RBL2 IN COMPLEX WITH HDAC1	91750
REACTOME TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 RBL1 AND P130 RBL2 IN COMPLEX WITH HDAC1	55957
REACTOME PI3K AKT SIGNALING IN CANCER	572
REACTOME PI3K AKT SIGNALING IN CANCER	2534
REACTOME PI3K AKT SIGNALING IN CANCER	3082
REACTOME PI3K AKT SIGNALING IN CANCER	4254
REACTOME PI3K AKT SIGNALING IN CANCER	5291
REACTOME PI3K AKT SIGNALING IN CANCER	2065
REACTOME PI3K AKT SIGNALING IN CANCER	2263
REACTOME PI3K AKT SIGNALING IN CANCER	2261
REACTOME PI3K AKT SIGNALING IN CANCER	2255
REACTOME PI3K AKT SIGNALING IN CANCER	27006
REACTOME PI3K AKT SIGNALING IN CANCER	2249
REACTOME PI3K AKT SIGNALING IN CANCER	2260
REACTOME PI3K AKT SIGNALING IN CANCER	26281
REACTOME PI3K AKT SIGNALING IN CANCER	2932
REACTOME PI3K AKT SIGNALING IN CANCER	2099
REACTOME PI3K AKT SIGNALING IN CANCER	5155
REACTOME PI3K AKT SIGNALING IN CANCER	2254
REACTOME PI3K AKT SIGNALING IN CANCER	7249
REACTOME PI3K AKT SIGNALING IN CANCER	208
REACTOME PI3K AKT SIGNALING IN CANCER	5296
REACTOME PI3K AKT SIGNALING IN CANCER	2931
REACTOME PI3K AKT SIGNALING IN CANCER	4233
REACTOME PI3K AKT SIGNALING IN CANCER	2253
REACTOME PI3K AKT SIGNALING IN CANCER	374
REACTOME PI3K AKT SIGNALING IN CANCER	2549
REACTOME PI3K AKT SIGNALING IN CANCER	2251
REACTOME PI3K AKT SIGNALING IN CANCER	1027
REACTOME PI3K AKT SIGNALING IN CANCER	1839
REACTOME PI3K AKT SIGNALING IN CANCER	2246
REACTOME PI3K AKT SIGNALING IN CANCER	5159
REACTOME PI3K AKT SIGNALING IN CANCER	942
REACTOME PI3K AKT SIGNALING IN CANCER	6801
REACTOME PI3K AKT SIGNALING IN CANCER	10000
REACTOME PI3K AKT SIGNALING IN CANCER	8503
REACTOME PI3K AKT SIGNALING IN CANCER	1385
REACTOME PI3K AKT SIGNALING IN CANCER	2309
REACTOME PI3K AKT SIGNALING IN CANCER	8074
REACTOME PI3K AKT SIGNALING IN CANCER	79109
REACTOME PI3K AKT SIGNALING IN CANCER	941
REACTOME PI3K AKT SIGNALING IN CANCER	5290
REACTOME PI3K AKT SIGNALING IN CANCER	3164
REACTOME PI3K AKT SIGNALING IN CANCER	1026
REACTOME PI3K AKT SIGNALING IN CANCER	2069
REACTOME PI3K AKT SIGNALING IN CANCER	5880
REACTOME PI3K AKT SIGNALING IN CANCER	842
REACTOME PI3K AKT SIGNALING IN CANCER	9365
REACTOME PI3K AKT SIGNALING IN CANCER	5156
REACTOME PI3K AKT SIGNALING IN CANCER	152831
REACTOME PI3K AKT SIGNALING IN CANCER	4193
REACTOME PI3K AKT SIGNALING IN CANCER	5879
REACTOME PI3K AKT SIGNALING IN CANCER	2250
REACTOME PI3K AKT SIGNALING IN CANCER	2247
REACTOME PI3K AKT SIGNALING IN CANCER	1950
REACTOME PI3K AKT SIGNALING IN CANCER	2100
REACTOME PI3K AKT SIGNALING IN CANCER	2252
REACTOME PI3K AKT SIGNALING IN CANCER	5170
REACTOME PI3K AKT SIGNALING IN CANCER	2064
REACTOME PI3K AKT SIGNALING IN CANCER	7409
REACTOME PI3K AKT SIGNALING IN CANCER	207
REACTOME PI3K AKT SIGNALING IN CANCER	5295
REACTOME PI3K AKT SIGNALING IN CANCER	1956
REACTOME PI3K AKT SIGNALING IN CANCER	2308
REACTOME PI3K AKT SIGNALING IN CANCER	118788
REACTOME PI3K AKT SIGNALING IN CANCER	8817
REACTOME PI3K AKT SIGNALING IN CANCER	3084
REACTOME PI3K AKT SIGNALING IN CANCER	3815
REACTOME PI3K AKT SIGNALING IN CANCER	9542
REACTOME PI3K AKT SIGNALING IN CANCER	8822
REACTOME PI3K AKT SIGNALING IN CANCER	2264
REACTOME PI3K AKT SIGNALING IN CANCER	9965
REACTOME PI3K AKT SIGNALING IN CANCER	7039
REACTOME PI3K AKT SIGNALING IN CANCER	50852
REACTOME PI3K AKT SIGNALING IN CANCER	29851
REACTOME PI3K AKT SIGNALING IN CANCER	253260
REACTOME PI3K AKT SIGNALING IN CANCER	10818
REACTOME PI3K AKT SIGNALING IN CANCER	64223
REACTOME PI3K AKT SIGNALING IN CANCER	3667
REACTOME PI3K AKT SIGNALING IN CANCER	145957
REACTOME PI3K AKT SIGNALING IN CANCER	5293
REACTOME PI3K AKT SIGNALING IN CANCER	5728
REACTOME PI3K AKT SIGNALING IN CANCER	685
REACTOME PI3K AKT SIGNALING IN CANCER	6199
REACTOME PI3K AKT SIGNALING IN CANCER	391
REACTOME PI3K AKT SIGNALING IN CANCER	930
REACTOME PI3K AKT SIGNALING IN CANCER	2885
REACTOME PI3K AKT SIGNALING IN CANCER	940
REACTOME PI3K AKT SIGNALING IN CANCER	2066
REACTOME PI3K AKT SIGNALING IN CANCER	5781
REACTOME PI3K AKT SIGNALING IN CANCER	255324
REACTOME PI3K AKT SIGNALING IN CANCER	3932
REACTOME PI3K AKT SIGNALING IN CANCER	4303
REACTOME PI3K AKT SIGNALING IN CANCER	10718
REACTOME PI3K AKT SIGNALING IN CANCER	8660
REACTOME PI3K AKT SIGNALING IN CANCER	55615
REACTOME PI3K AKT SIGNALING IN CANCER	2248
REACTOME PI3K AKT SIGNALING IN CANCER	8823
REACTOME PI3K AKT SIGNALING IN CANCER	6714
REACTOME PI3K AKT SIGNALING IN CANCER	5154
REACTOME PI3K AKT SIGNALING IN CANCER	2475
REACTOME PI3K AKT SIGNALING IN CANCER	100132074
REACTOME PI3K AKT SIGNALING IN CANCER	84335
REACTOME PI3K AKT SIGNALING IN CANCER	1147
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	3479
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	9846
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	5291
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	2263
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	2261
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	2255
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	27006
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	2249
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	2260
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	5289
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	26281
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	2323
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	57761
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	2254
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	208
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	5296
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	2253
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	2549
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	2251
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	2246
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	6654
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	8074
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	5290
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	2322
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	9365
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	8471
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	3845
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	152831
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	8483
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	2250
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	2247
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	2252
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	3480
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	5170
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	5295
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	5140
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	8817
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	8822
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	117145
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	6464
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	2264
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	9965
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	10818
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	3481
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	3667
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	3265
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	2885
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	5781
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	8660
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	2248
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	30849
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	8823
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	4893
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	54106
REACTOME ESTABLISHMENT OF SISTER CHROMATID COHESION	23063
REACTOME ESTABLISHMENT OF SISTER CHROMATID COHESION	8243
REACTOME ESTABLISHMENT OF SISTER CHROMATID COHESION	23047
REACTOME ESTABLISHMENT OF SISTER CHROMATID COHESION	10735
REACTOME ESTABLISHMENT OF SISTER CHROMATID COHESION	9126
REACTOME ESTABLISHMENT OF SISTER CHROMATID COHESION	10274
REACTOME ESTABLISHMENT OF SISTER CHROMATID COHESION	23244
