pathway	entrezgene
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1436
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	115650
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3597
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1435
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	5618
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	5617
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8764
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	338376
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	6369
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1439
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1438
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	7042
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	7040
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	6376
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	149233
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	6375
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	6374
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	6373
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	6372
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	729230
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	6370
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1440
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	7048
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	7046
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	4233
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	7043
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2833
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1441
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	23529
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	27190
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	6387
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2826
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	9180
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2829
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	50604
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	83729
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	80301
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3627
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	4352
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	10850
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3625
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3626
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	163702
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3624
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	4254
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	55504
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	7852
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	7850
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3815
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	970
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	4982
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3953
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	10663
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	84957
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3952
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	29949
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	4049
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3605
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3606
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3604
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	5008
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8200
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3601
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3600
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	10563
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	4050
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8718
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	4055
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	58985
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	959
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	958
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	728045
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2690
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8807
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	4283
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	23765
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2688
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3976
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2689
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3977
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8809
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	7292
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	7293
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1524
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	414062
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	5159
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1896
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	9547
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3552
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	10913
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	11009
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1270
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1271
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	10673
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	56034
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	7422
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	7424
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	7423
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	10803
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	4804
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	116379
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	5154
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	94
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	5155
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	9560
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	93
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	5156
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	92
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	91
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	90
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2277
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	23495
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	64806
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	9966
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2056
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3581
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2919
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	7124
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	643
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3442
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3441
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3440
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8771
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3439
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3579
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3577
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3578
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	56477
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3575
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3576
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3594
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3593
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3596
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3595
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3590
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3592
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3791
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	7133
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3451
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	7132
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3452
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8784
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3443
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1232
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	51330
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3444
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1233
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3445
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1234
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3446
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1235
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3447
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1236
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3448
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1237
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3449
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	55801
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	58191
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3586
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	60401
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3587
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3588
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2057
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3589
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3563
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3562
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3561
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1956
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3560
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1230
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	6846
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3460
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1950
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	6346
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8797
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3458
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3459
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8793
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3456
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8792
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8795
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3454
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8794
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3455
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3556
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3553
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	269
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3554
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	268
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3559
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	53833
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	59067
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8995
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3558
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	53832
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	659
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	657
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3570
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	658
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	64109
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3572
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	56832
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3574
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	5196
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2920
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2921
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	650
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	5197
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	655
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	282617
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	282618
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	27242
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	355
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	282616
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	356
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3467
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	5473
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	85480
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3565
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3566
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3567
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3568
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3569
KEGG CHEMOKINE SIGNALING PATHWAY	10344
KEGG CHEMOKINE SIGNALING PATHWAY	6774
KEGG CHEMOKINE SIGNALING PATHWAY	6772
KEGG CHEMOKINE SIGNALING PATHWAY	6773
KEGG CHEMOKINE SIGNALING PATHWAY	6349
KEGG CHEMOKINE SIGNALING PATHWAY	6347
KEGG CHEMOKINE SIGNALING PATHWAY	59345
KEGG CHEMOKINE SIGNALING PATHWAY	6348
KEGG CHEMOKINE SIGNALING PATHWAY	157
KEGG CHEMOKINE SIGNALING PATHWAY	156
KEGG CHEMOKINE SIGNALING PATHWAY	6352
KEGG CHEMOKINE SIGNALING PATHWAY	6351
KEGG CHEMOKINE SIGNALING PATHWAY	1524
KEGG CHEMOKINE SIGNALING PATHWAY	6357
KEGG CHEMOKINE SIGNALING PATHWAY	6356
KEGG CHEMOKINE SIGNALING PATHWAY	6355
KEGG CHEMOKINE SIGNALING PATHWAY	6354
KEGG CHEMOKINE SIGNALING PATHWAY	414062
KEGG CHEMOKINE SIGNALING PATHWAY	6093
KEGG CHEMOKINE SIGNALING PATHWAY	5747
KEGG CHEMOKINE SIGNALING PATHWAY	673
KEGG CHEMOKINE SIGNALING PATHWAY	9547
KEGG CHEMOKINE SIGNALING PATHWAY	7409
KEGG CHEMOKINE SIGNALING PATHWAY	6358
KEGG CHEMOKINE SIGNALING PATHWAY	6359
KEGG CHEMOKINE SIGNALING PATHWAY	3551
KEGG CHEMOKINE SIGNALING PATHWAY	207
KEGG CHEMOKINE SIGNALING PATHWAY	208
KEGG CHEMOKINE SIGNALING PATHWAY	3718
KEGG CHEMOKINE SIGNALING PATHWAY	399694
KEGG CHEMOKINE SIGNALING PATHWAY	1794
KEGG CHEMOKINE SIGNALING PATHWAY	3717
KEGG CHEMOKINE SIGNALING PATHWAY	6362
KEGG CHEMOKINE SIGNALING PATHWAY	131890
KEGG CHEMOKINE SIGNALING PATHWAY	409
KEGG CHEMOKINE SIGNALING PATHWAY	6361
KEGG CHEMOKINE SIGNALING PATHWAY	408
KEGG CHEMOKINE SIGNALING PATHWAY	6364
KEGG CHEMOKINE SIGNALING PATHWAY	7410
KEGG CHEMOKINE SIGNALING PATHWAY	6363
KEGG CHEMOKINE SIGNALING PATHWAY	10000
KEGG CHEMOKINE SIGNALING PATHWAY	4893
KEGG CHEMOKINE SIGNALING PATHWAY	6366
KEGG CHEMOKINE SIGNALING PATHWAY	6368
KEGG CHEMOKINE SIGNALING PATHWAY	7074
KEGG CHEMOKINE SIGNALING PATHWAY	6367
KEGG CHEMOKINE SIGNALING PATHWAY	51764
KEGG CHEMOKINE SIGNALING PATHWAY	6777
KEGG CHEMOKINE SIGNALING PATHWAY	4790
KEGG CHEMOKINE SIGNALING PATHWAY	6011
KEGG CHEMOKINE SIGNALING PATHWAY	4793
KEGG CHEMOKINE SIGNALING PATHWAY	4792
KEGG CHEMOKINE SIGNALING PATHWAY	6360
KEGG CHEMOKINE SIGNALING PATHWAY	23533
KEGG CHEMOKINE SIGNALING PATHWAY	5970
KEGG CHEMOKINE SIGNALING PATHWAY	2788
KEGG CHEMOKINE SIGNALING PATHWAY	2787
KEGG CHEMOKINE SIGNALING PATHWAY	3845
KEGG CHEMOKINE SIGNALING PATHWAY	53358
KEGG CHEMOKINE SIGNALING PATHWAY	2268
KEGG CHEMOKINE SIGNALING PATHWAY	2784
KEGG CHEMOKINE SIGNALING PATHWAY	2783
KEGG CHEMOKINE SIGNALING PATHWAY	6369
KEGG CHEMOKINE SIGNALING PATHWAY	5613
KEGG CHEMOKINE SIGNALING PATHWAY	2786
KEGG CHEMOKINE SIGNALING PATHWAY	2785
KEGG CHEMOKINE SIGNALING PATHWAY	2770
KEGG CHEMOKINE SIGNALING PATHWAY	2790
KEGG CHEMOKINE SIGNALING PATHWAY	2771
KEGG CHEMOKINE SIGNALING PATHWAY	2791
KEGG CHEMOKINE SIGNALING PATHWAY	2792
KEGG CHEMOKINE SIGNALING PATHWAY	6376
KEGG CHEMOKINE SIGNALING PATHWAY	2793
KEGG CHEMOKINE SIGNALING PATHWAY	6375
KEGG CHEMOKINE SIGNALING PATHWAY	6374
KEGG CHEMOKINE SIGNALING PATHWAY	109
KEGG CHEMOKINE SIGNALING PATHWAY	6373
KEGG CHEMOKINE SIGNALING PATHWAY	54331
KEGG CHEMOKINE SIGNALING PATHWAY	108
KEGG CHEMOKINE SIGNALING PATHWAY	6372
KEGG CHEMOKINE SIGNALING PATHWAY	107
KEGG CHEMOKINE SIGNALING PATHWAY	10803
KEGG CHEMOKINE SIGNALING PATHWAY	729230
KEGG CHEMOKINE SIGNALING PATHWAY	6370
KEGG CHEMOKINE SIGNALING PATHWAY	5829
KEGG CHEMOKINE SIGNALING PATHWAY	2833
KEGG CHEMOKINE SIGNALING PATHWAY	1445
KEGG CHEMOKINE SIGNALING PATHWAY	9560
KEGG CHEMOKINE SIGNALING PATHWAY	2309
KEGG CHEMOKINE SIGNALING PATHWAY	5566
KEGG CHEMOKINE SIGNALING PATHWAY	9564
KEGG CHEMOKINE SIGNALING PATHWAY	5567
KEGG CHEMOKINE SIGNALING PATHWAY	10681
KEGG CHEMOKINE SIGNALING PATHWAY	5568
KEGG CHEMOKINE SIGNALING PATHWAY	5058
KEGG CHEMOKINE SIGNALING PATHWAY	2773
KEGG CHEMOKINE SIGNALING PATHWAY	1398
KEGG CHEMOKINE SIGNALING PATHWAY	6387
KEGG CHEMOKINE SIGNALING PATHWAY	2826
KEGG CHEMOKINE SIGNALING PATHWAY	2782
KEGG CHEMOKINE SIGNALING PATHWAY	1399
KEGG CHEMOKINE SIGNALING PATHWAY	2829
KEGG CHEMOKINE SIGNALING PATHWAY	2185
KEGG CHEMOKINE SIGNALING PATHWAY	998
KEGG CHEMOKINE SIGNALING PATHWAY	5330
KEGG CHEMOKINE SIGNALING PATHWAY	6655
KEGG CHEMOKINE SIGNALING PATHWAY	114
KEGG CHEMOKINE SIGNALING PATHWAY	3627
KEGG CHEMOKINE SIGNALING PATHWAY	23236
KEGG CHEMOKINE SIGNALING PATHWAY	115
KEGG CHEMOKINE SIGNALING PATHWAY	112
KEGG CHEMOKINE SIGNALING PATHWAY	1147
KEGG CHEMOKINE SIGNALING PATHWAY	5894
KEGG CHEMOKINE SIGNALING PATHWAY	5579
KEGG CHEMOKINE SIGNALING PATHWAY	113
KEGG CHEMOKINE SIGNALING PATHWAY	2919
KEGG CHEMOKINE SIGNALING PATHWAY	6464
KEGG CHEMOKINE SIGNALING PATHWAY	5331
KEGG CHEMOKINE SIGNALING PATHWAY	5332
KEGG CHEMOKINE SIGNALING PATHWAY	111
KEGG CHEMOKINE SIGNALING PATHWAY	643
KEGG CHEMOKINE SIGNALING PATHWAY	10850
KEGG CHEMOKINE SIGNALING PATHWAY	7454
KEGG CHEMOKINE SIGNALING PATHWAY	57580
KEGG CHEMOKINE SIGNALING PATHWAY	387
KEGG CHEMOKINE SIGNALING PATHWAY	7852
KEGG CHEMOKINE SIGNALING PATHWAY	3579
KEGG CHEMOKINE SIGNALING PATHWAY	94235
KEGG CHEMOKINE SIGNALING PATHWAY	3577
KEGG CHEMOKINE SIGNALING PATHWAY	56477
KEGG CHEMOKINE SIGNALING PATHWAY	5580
KEGG CHEMOKINE SIGNALING PATHWAY	3055
KEGG CHEMOKINE SIGNALING PATHWAY	3576
KEGG CHEMOKINE SIGNALING PATHWAY	5880
KEGG CHEMOKINE SIGNALING PATHWAY	8976
KEGG CHEMOKINE SIGNALING PATHWAY	10235
KEGG CHEMOKINE SIGNALING PATHWAY	5604
KEGG CHEMOKINE SIGNALING PATHWAY	196883
KEGG CHEMOKINE SIGNALING PATHWAY	1232
KEGG CHEMOKINE SIGNALING PATHWAY	1233
KEGG CHEMOKINE SIGNALING PATHWAY	10663
KEGG CHEMOKINE SIGNALING PATHWAY	1234
KEGG CHEMOKINE SIGNALING PATHWAY	5590
KEGG CHEMOKINE SIGNALING PATHWAY	1235
KEGG CHEMOKINE SIGNALING PATHWAY	1236
KEGG CHEMOKINE SIGNALING PATHWAY	1237
KEGG CHEMOKINE SIGNALING PATHWAY	2885
KEGG CHEMOKINE SIGNALING PATHWAY	5595
KEGG CHEMOKINE SIGNALING PATHWAY	58191
KEGG CHEMOKINE SIGNALING PATHWAY	5879
KEGG CHEMOKINE SIGNALING PATHWAY	6654
KEGG CHEMOKINE SIGNALING PATHWAY	5594
KEGG CHEMOKINE SIGNALING PATHWAY	8517
KEGG CHEMOKINE SIGNALING PATHWAY	3265
KEGG CHEMOKINE SIGNALING PATHWAY	2932
KEGG CHEMOKINE SIGNALING PATHWAY	1230
KEGG CHEMOKINE SIGNALING PATHWAY	2931
KEGG CHEMOKINE SIGNALING PATHWAY	6846
KEGG CHEMOKINE SIGNALING PATHWAY	3702
KEGG CHEMOKINE SIGNALING PATHWAY	6346
KEGG CHEMOKINE SIGNALING PATHWAY	10563
KEGG CHEMOKINE SIGNALING PATHWAY	55970
KEGG CHEMOKINE SIGNALING PATHWAY	9475
KEGG CHEMOKINE SIGNALING PATHWAY	5906
KEGG CHEMOKINE SIGNALING PATHWAY	8503
KEGG CHEMOKINE SIGNALING PATHWAY	5908
KEGG CHEMOKINE SIGNALING PATHWAY	26230
KEGG CHEMOKINE SIGNALING PATHWAY	5196
KEGG CHEMOKINE SIGNALING PATHWAY	728045
