SYMBOL	GO.TERM	entrezgene_id
FOXC2	GO:0006915	2303
FOXE3	GO:0006915	2301
FOXL2	GO:0006915	668
FOXO1	GO:0006915	2308
FOXO3	GO:0006915	2309
FOXP1	GO:0006915	27086
FOXQ1	GO:0006915	94234
FRS2	GO:0006915	10818
FRZB	GO:0006915	2487
FXN	GO:0006915	2395
FXR1	GO:0006915	8087
FYN	GO:0006915	2534
FZD3	GO:0006915	7976
FZD5	GO:0006915	7855
FZD9	GO:0006915	8326
G0S2	GO:0006915	50486
G2E3	GO:0006915	55632
G6PD	GO:0006915	2539
GABARAP	GO:0006915	11337
GABRA5	GO:0006915	2558
GABRB2	GO:0006915	2561
GABRB3	GO:0006915	2562
GADD45A	GO:0006915	1647
GADD45B	GO:0006915	4616
GADD45G	GO:0006915	10912
GAL	GO:0006915	51083
GAPDH	GO:0006915	2597
GAS1	GO:0006915	2619
GAS2	GO:0006915	2620
GAS6	GO:0006915	2621
GATA1	GO:0006915	2623
GATA2	GO:0006915	2624
GATA3	GO:0006915	2625
GATA4	GO:0006915	2626
GATA6	GO:0006915	2627
GCG	GO:0006915	2641
GCLC	GO:0006915	2729
GCLM	GO:0006915	2730
GDF1	GO:0006915	2657
GDF10	GO:0006915	2662
GDF11	GO:0006915	10220
GDF15	GO:0006915	9518
GDF2	GO:0006915	2658
GDF3	GO:0006915	9573
GDF5	GO:0006915	8200
GDF6	GO:0006915	392255
GDF7	GO:0006915	151449
GDF9	GO:0006915	2661
GDNF	GO:0006915	2668
GFRAL	GO:0006915	389400
GGCT	GO:0006915	79017
GHITM	GO:0006915	27069
GHRL	GO:0006915	51738
GHSR	GO:0006915	2693
GIMAP8	GO:0006915	155038
GJA1	GO:0006915	2697
GJB6	GO:0006915	10804
GLI2	GO:0006915	2736
GLI3	GO:0006915	2737
GLO1	GO:0006915	2739
GLRX2	GO:0006915	51022
GLS2	GO:0006915	27165
GML	GO:0006915	2765
GNA13	GO:0006915	10672
GNAI2	GO:0006915	2771
GNAI3	GO:0006915	2773
GNB1	GO:0006915	2782
GNGT1	GO:0006915	2792
GNRH1	GO:0006915	2796
GOLPH3	GO:0006915	64083
GPAM	GO:0006915	57678
GPER1	GO:0006915	2852
GPLD1	GO:0006915	2822
GPR65	GO:0006915	8477
GPX1	GO:0006915	2876
GRAMD4	GO:0006915	23151
GREM1	GO:0006915	26585
GRID2	GO:0006915	2895
GRIK2	GO:0006915	2898
GRIK5	GO:0006915	2901
GRIN1	GO:0006915	2902
GRIN2A	GO:0006915	2903
GRINA	GO:0006915	2907
GRK5	GO:0006915	2869
GRM4	GO:0006915	2914
GRN	GO:0006915	2896
GSDMA	GO:0006915	284110
GSDME	GO:0006915	1687
GSK3A	GO:0006915	2931
GSK3B	GO:0006915	2932
GSKIP	GO:0006915	51527
GSN	GO:0006915	2934
GSTP1	GO:0006915	2950
GULP1	GO:0006915	51454
GZMA	GO:0006915	3001
GZMB	GO:0006915	3002
GZMH	GO:0006915	2999
GZMK	GO:0006915	3003
GZMM	GO:0006915	3004
HAND2	GO:0006915	9464
HAX1	GO:0006915	10456
HCAR2	GO:0006915	338442
HCK	GO:0006915	3055
HCLS1	GO:0006915	3059
HDAC1	GO:0006915	3065
HDAC2	GO:0006915	3066
HDAC3	GO:0006915	8841
HDAC4	GO:0006915	9759
HERPUD1	GO:0006915	9709
HEY2	GO:0006915	23493
HGF	GO:0006915	3082
HHIP	GO:0006915	64399
HIC1	GO:0006915	3090
HIF1A	GO:0006915	3091
HIF3A	GO:0006915	64344
HIGD1A	GO:0006915	25994
HIGD2A	GO:0006915	192286
HINT1	GO:0006915	3094
HINT2	GO:0006915	84681
HIP1	GO:0006915	3092
HIP1R	GO:0006915	9026
HIPK1	GO:0006915	204851
HIPK2	GO:0006915	28996
HIPK3	GO:0006915	10114
HK2	GO:0006915	3099
HLA-G	GO:0006915	3135
HMGA2	GO:0006915	8091
HMGB1	GO:0006915	3146
HMGB2	GO:0006915	3148
HMGCR	GO:0006915	3156
HMGN5	GO:0006915	79366
HMOX1	GO:0006915	3162
HNF1B	GO:0006915	6928
HNRNPK	GO:0006915	3190
HOXA5	GO:0006915	3202
HPGD	GO:0006915	3248
HPN	GO:0006915	3249
HRAS	GO:0006915	3265
HRG	GO:0006915	3273
HRK	GO:0006915	8739
HS1BP3	GO:0006915	64342
HSF1	GO:0006915	3297
HSH2D	GO:0006915	84941
HSP90AB1	GO:0006915	3326
HSP90B1	GO:0006915	7184
HSPA1A	GO:0006915	3303
HSPA1B	GO:0006915	3304
HSPA5	GO:0006915	3309
HSPA9	GO:0006915	3313
HSPB1	GO:0006915	3315
HSPB6	GO:0006915	126393
HSPD1	GO:0006915	3329
HSPE1	GO:0006915	3336
HTATIP2	GO:0006915	10553
HTR2B	GO:0006915	3357
HTRA2	GO:0006915	27429
HTT	GO:0006915	3064
HYAL2	GO:0006915	8692
HYOU1	GO:0006915	10525
HYPK	GO:0006915	25764
IAPP	GO:0006915	3375
ICAM1	GO:0006915	3383
ID1	GO:0006915	3397
ID3	GO:0006915	3399
IDO1	GO:0006915	3620
IER3	GO:0006915	8870
IER3IP1	GO:0006915	51124
IFI16	GO:0006915	3428
IFI27	GO:0006915	3429
IFI27L1	GO:0006915	122509
IFI27L2	GO:0006915	83982
IFI6	GO:0006915	2537
IFIT2	GO:0006915	3433
IFIT3	GO:0006915	3437
IFNA2	GO:0006915	3440
IFNB1	GO:0006915	3456
IFNG	GO:0006915	3458
IFT57	GO:0006915	55081
IGBP1	GO:0006915	3476
IGF1	GO:0006915	3479
IGF1R	GO:0006915	3480
IGF2R	GO:0006915	3482
IGFBP3	GO:0006915	3486
IHH	GO:0006915	3549
IKBKB	GO:0006915	3551
IKBKE	GO:0006915	9641
IKBKG	GO:0006915	8517
IKZF3	GO:0006915	22806
IL10	GO:0006915	3586
IL12A	GO:0006915	3592
IL12B	GO:0006915	3593
IL13	GO:0006915	3596
IL17A	GO:0006915	3605
IL19	GO:0006915	29949
IL1A	GO:0006915	3552
IL1B	GO:0006915	3553
IL2	GO:0006915	3558
IL20RA	GO:0006915	53832
IL24	GO:0006915	11009
IL2RA	GO:0006915	3559
IL2RB	GO:0006915	3560
IL31RA	GO:0006915	133396
IL33	GO:0006915	90865
IL4	GO:0006915	3565
IL6	GO:0006915	3569
IL6R	GO:0006915	3570
IL6ST	GO:0006915	3572
IL7	GO:0006915	3574
IL7R	GO:0006915	3575
ILK	GO:0006915	3611
INCA1	GO:0006915	388324
ING2	GO:0006915	3622
ING3	GO:0006915	54556
ING4	GO:0006915	51147
ING5	GO:0006915	84289
INHA	GO:0006915	3623
INHBA	GO:0006915	3624
INHBB	GO:0006915	3625
INHBC	GO:0006915	3626
INHBE	GO:0006915	83729
INPP5D	GO:0006915	3635
INS	GO:0006915	3630
IP6K2	GO:0006915	51447
IRAK1	GO:0006915	3654
IRF1	GO:0006915	3659
IRF3	GO:0006915	3661
IRF5	GO:0006915	3663
IRF7	GO:0006915	3665
IRS2	GO:0006915	8660
ISL1	GO:0006915	3670
ITCH	GO:0006915	83737
ITGA1	GO:0006915	3672
ITGA4	GO:0006915	3676
ITGA5	GO:0006915	3678
ITGA6	GO:0006915	3655
ITGAM	GO:0006915	3684
ITGAV	GO:0006915	3685
ITGB1	GO:0006915	3688
ITGB2	GO:0006915	3689
ITGB3BP	GO:0006915	23421
ITM2C	GO:0006915	81618
ITPKB	GO:0006915	3707
ITPR1	GO:0006915	3708
ITPRIP	GO:0006915	85450
ITSN1	GO:0006915	6453
IVNS1ABP	GO:0006915	10625
JADE1	GO:0006915	79960
JAG2	GO:0006915	3714
JAK2	GO:0006915	3717
JAK3	GO:0006915	3718
JMY	GO:0006915	133746
JTB	GO:0006915	10899
JUN	GO:0006915	3725
KALRN	GO:0006915	8997
KANK2	GO:0006915	25959
KCNB1	GO:0006915	3745
KCNIP3	GO:0006915	30818
KCNMA1	GO:0006915	3778
KDELR1	GO:0006915	10945
KDM1A	GO:0006915	23028
KDM2B	GO:0006915	84678
KDR	GO:0006915	3791
KHDC1	GO:0006915	80759
KHDC1L	GO:0006915	100129128
KIF14	GO:0006915	9928
KIF1B	GO:0006915	23095
KIFAP3	GO:0006915	22920
KITLG	GO:0006915	4254
KLF11	GO:0006915	8462
KLF4	GO:0006915	9314
KLHL20	GO:0006915	27252
