ENSG_ID	logFC	Fold Change	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000149016	0.325702908446446	1.25327490925345	1.62744985609122	5.0141194351358	0.000794013991448557	0.999999999999994	-2.26574834254438
ENSG00000275722	0.25900270902953	1.19665121024781	2.09515526374078	4.66259541777653	0.00127987453118442	0.999999999999994	-2.40824641666724
ENSG00000165841	-0.264962187687221	-1.20160455566194	1.16984012893734	-4.37294324143658	0.00192261445849874	0.999999999999994	-2.53789688306832
ENSG00000172831	0.388150674539236	1.3087147460043	5.09617993971823	4.26892625686759	0.00223177842795118	0.999999999999994	-2.58731891007206
ENSG00000121406	-0.29062601671767	-1.22317092298871	1.67865977353547	-4.14977285808117	0.00265257449813119	0.999999999999994	-2.64585946611998
ENSG00000125735	-0.452432695899017	-1.36834563924718	6.55491073124212	-4.05944907993189	0.00302775995237775	0.999999999999994	-2.691632900161
ENSG00000174851	-0.307132929645525	-1.23724647308911	6.31031449955761	-4.0456184315935	0.00309003443127154	0.999999999999994	-2.6987495185241
ENSG00000197061	-0.906540371359126	-1.8745448859601	6.07106726242123	-3.85692719437092	0.00409027503479708	0.999999999999994	-2.79873578898441
ENSG00000106610	-0.373456582458931	-1.29545291742762	3.85480408966536	-3.74896895356472	0.00481266545413975	0.999999999999994	-2.85839551949843
ENSG00000239474	0.21578166004783	1.16133296049493	1.82579746435838	3.71852431182649	0.00503995441773527	0.999999999999994	-2.87554551868816
ENSG00000069535	0.238166071742427	1.17949235836002	1.62300292498062	3.71722808745484	0.00504987998762874	0.999999999999994	-2.87627889326376
ENSG00000167840	-0.204455723576694	-1.1522515621387	3.25558286901937	-3.65276425673314	0.00557050457786688	0.999999999999994	-2.9130800081051
ENSG00000177082	-0.35418070897823	-1.27825946529608	5.5489938568439	-3.56362425138961	0.00638559023928342	0.999999999999994	-2.96503166924697
ENSG00000278637	0.175558986820514	1.12940191826494	1.72938228020451	3.51037773767945	0.00693158321818374	0.999999999999994	-2.9966528965859
ENSG00000236144	0.305470801242117	1.235821862706	4.41407519227509	3.47540265148876	0.00731675540850756	0.999999999999994	-3.01766247540691
ENSG00000112893	0.238677472484858	1.17991053418516	7.63904290670113	3.45924182154571	0.00750226097834313	0.999999999999994	-3.02743422105599
ENSG00000157259	-0.361923854499611	-1.28513850601897	6.8745944805071	-3.44590097513674	0.00765911387279503	0.999999999999994	-3.03553123898974
ENSG00000089091	0.245755579953037	1.18571359990218	2.80569023341955	3.4383776718093	0.00774908125706157	0.999999999999994	-3.04010949929849
ENSG00000159792	0.268891930723786	1.20488205641269	4.37067837036488	3.36780512792166	0.0086489592165163	0.999999999999994	-3.08347991052009
ENSG00000034677	-0.33627788089727	-1.26249518087151	3.31932775066599	-3.35241843420041	0.00885929872397041	0.999999999999994	-3.09303719071647
ENSG00000099715	-0.615807438984986	-1.53241541028407	2.4295464993512	-3.33165523273078	0.0091516500963406	0.999999999999994	-3.10599129551931
ENSG00000082996	-0.271903715056036	-1.20740000735871	9.9455985435609	-3.29550963379071	0.00968488353051536	0.999999999999994	-3.1286987919615
ENSG00000108602	-0.232546547541799	-1.17490698619489	2.17565297933677	-3.28173900330371	0.0098964767234714	0.999999999999994	-3.13740186104892
ENSG00000146067	0.24798394064337	1.18754644682921	5.74498798888722	3.27342637460465	0.0100265337179946	0.999999999999994	-3.14266931026326
ENSG00000172016	0.257022861319723	1.19501014114732	1.5689539624057	3.26906551311374	0.0100954740599025	0.999999999999994	-3.14543681245343
