SYMBOL	GO.TERM	entrezgene_id
RAD51	GO:0006974	5888
RAD51AP1	GO:0006974	10635
RAD51B	GO:0006974	5890
RAD51C	GO:0006974	5889
RAD51D	GO:0006974	5892
RAD52	GO:0006974	5893
RAD54B	GO:0006974	25788
RAD54L	GO:0006974	8438
RAD9A	GO:0006974	5883
RAD9B	GO:0006974	144715
RADX	GO:0006974	55086
RBBP5	GO:0006974	5929
RBBP6	GO:0006974	5930
RBBP8	GO:0006974	5932
RBL2	GO:0006974	5934
RBM17	GO:0006974	84991
RBM24	GO:0006974	221662
RBX1	GO:0006974	9978
RCHY1	GO:0006974	25898
REC8	GO:0006974	9985
RECQL	GO:0006974	5965
RECQL4	GO:0006974	9401
RECQL5	GO:0006974	9400
REV1	GO:0006974	51455
REV3L	GO:0006974	5980
REXO4	GO:0006974	57109
RFC1	GO:0006974	5981
RFC2	GO:0006974	5982
RFC3	GO:0006974	5983
RFC4	GO:0006974	5984
RFC5	GO:0006974	5985
RFWD3	GO:0006974	55159
RGCC	GO:0006974	28984
RHNO1	GO:0006974	83695
RIF1	GO:0006974	55183
RINT1	GO:0006974	60561
RMI1	GO:0006974	80010
RMI2	GO:0006974	116028
RNASEH2A	GO:0006974	10535
RNASEH2B	GO:0006974	79621
RNF111	GO:0006974	54778
RNF113A	GO:0006974	7737
RNF138	GO:0006974	51444
RNF168	GO:0006974	165918
RNF169	GO:0006974	254225
RNF8	GO:0006974	9025
RPA1	GO:0006974	6117
RPA2	GO:0006974	6118
RPA3	GO:0006974	6119
RPA4	GO:0006974	29935
RPAIN	GO:0006974	84268
RPL26	GO:0006974	6154
RPS27A	GO:0006974	6233
RPS27L	GO:0006974	51065
RPS3	GO:0006974	6188
RPS6KA6	GO:0006974	27330
RRM2B	GO:0006974	50484
RTEL1	GO:0006974	51750
RTEL1-TNFRSF6B	GO:0006974	NA
RUVBL1	GO:0006974	8607
RUVBL2	GO:0006974	10856
SAMHD1	GO:0006974	25939
SEM1	GO:0006974	7979
SESN2	GO:0006974	83667
SETD2	GO:0006974	29072
SETD7	GO:0006974	80854
SETMAR	GO:0006974	6419
SETX	GO:0006974	23064
SFN	GO:0006974	2810
SFPQ	GO:0006974	6421
SFR1	GO:0006974	119392
SFRP2	GO:0006974	6423
SGK1	GO:0006974	6446
SHISA5	GO:0006974	51246
SHLD1	GO:0006974	149840
SHLD2	GO:0006974	54537
SHLD3	GO:0006974	112441434
SHPRH	GO:0006974	257218
SIRT1	GO:0006974	23411
SIRT4	GO:0006974	23409
SIRT6	GO:0006974	51548
SKIL	GO:0006974	6498
SLC30A9	GO:0006974	10463
SLF1	GO:0006974	84250
SLF2	GO:0006974	55719
SLFN11	GO:0006974	91607
SLX1A	GO:0006974	548593
SLX4	GO:0006974	84464
SMARCAD1	GO:0006974	56916
SMARCAL1	GO:0006974	50485
SMC1A	GO:0006974	8243
SMC3	GO:0006974	9126
SMC5	GO:0006974	23137
SMC6	GO:0006974	79677
SMCHD1	GO:0006974	23347
SMG1	GO:0006974	23049
SMUG1	GO:0006974	23583
SMYD2	GO:0006974	56950
SNAI1	GO:0006974	6615
SNAI2	GO:0006974	6591
SNW1	GO:0006974	22938
SOX4	GO:0006974	6659
SP100	GO:0006974	6672
SPATA18	GO:0006974	132671
SPATA22	GO:0006974	84690
SPDYA	GO:0006974	245711
SPIDR	GO:0006974	23514
SPIRE1	GO:0006974	56907
SPIRE2	GO:0006974	84501
SPO11	GO:0006974	23626
SPRED1	GO:0006974	161742
SPRED2	GO:0006974	200734
SPRED3	GO:0006974	399473
SPRTN	GO:0006974	83932
SSRP1	GO:0006974	6749
STK11	GO:0006974	6794
STK33	GO:0006974	65975
STN1	GO:0006974	79991
STUB1	GO:0006974	10273
STXBP4	GO:0006974	252983
SUMO1	GO:0006974	7341
SUPT16H	GO:0006974	11198
SUSD6	GO:0006974	9766
SUV39H1	GO:0006974	6839
SWI5	GO:0006974	375757
SWSAP1	GO:0006974	126074
SYCP1	GO:0006974	6847
SYF2	GO:0006974	25949
TAF1	GO:0006974	6872
TAF9	GO:0006974	6880
TAF9B	GO:0006974	51616
TANK	GO:0006974	10010
TAOK1	GO:0006974	57551
TAOK2	GO:0006974	9344
TAOK3	GO:0006974	51347
TCEA1	GO:0006974	6917
TDG	GO:0006974	6996
TDP1	GO:0006974	55775
TDP2	GO:0006974	51567
TENT4A	GO:0006974	11044
TERF2	GO:0006974	7014
TERF2IP	GO:0006974	54386
TEX12	GO:0006974	56158
TEX15	GO:0006974	56154
TFAP4	GO:0006974	7023
TFDP1	GO:0006974	7027
TFDP2	GO:0006974	7029
TFDP3	GO:0006974	51270
TFIP11	GO:0006974	24144
TFPT	GO:0006974	29844
THOC1	GO:0006974	9984
THOC5	GO:0006974	8563
TICRR	GO:0006974	90381
TIGAR	GO:0006974	57103
TIMELESS	GO:0006974	8914
TIPIN	GO:0006974	54962
TIPRL	GO:0006974	261726
TLK1	GO:0006974	9874
TLK2	GO:0006974	11011
TMEM109	GO:0006974	79073
TMEM161A	GO:0006974	54929
TMEM189-UBE2V1	GO:0006974	387522
TNF	GO:0006974	7124
TNFRSF1A	GO:0006974	7132
TNFRSF1B	GO:0006974	7133
TNKS1BP1	GO:0006974	85456
TNP1	GO:0006974	7141
TONSL	GO:0006974	4796
TOP2A	GO:0006974	7153
TOPBP1	GO:0006974	11073
TOPORS	GO:0006974	10210
TP53	GO:0006974	7157
TP53BP1	GO:0006974	7158
TP63	GO:0006974	8626
TP73	GO:0006974	7161
TPT1	GO:0006974	7178
TRAF6	GO:0006974	7189
TREX1	GO:0006974	11277
TREX2	GO:0006974	11219
TRIAP1	GO:0006974	51499
TRIM25	GO:0006974	7706
TRIM28	GO:0006974	10155
TRIM32	GO:0006974	22954
TRIP12	GO:0006974	9320
TRIP13	GO:0006974	9319
TRRAP	GO:0006974	8295
TTC5	GO:0006974	91875
TWIST1	GO:0006974	7291
UBA1	GO:0006974	7317
UBA52	GO:0006974	7311
UBA6	GO:0006974	55236
UBB	GO:0006974	7314
UBC	GO:0006974	7316
UBE2A	GO:0006974	7319
UBE2B	GO:0006974	7320
UBE2D3	GO:0006974	7323
UBE2E2	GO:0006974	7325
UBE2L6	GO:0006974	9246
UBE2N	GO:0006974	7334
UBE2NL	GO:0006974	389898
UBE2T	GO:0006974	29089
UBE2U	GO:0006974	148581
UBE2V1	GO:0006974	7335
UBE2V2	GO:0006974	7336
UBE2W	GO:0006974	55284
UBQLN4	GO:0006974	56893
UBR5	GO:0006974	51366
UCHL5	GO:0006974	51377
UFD1	GO:0006974	7353
UHRF1	GO:0006974	29128
UIMC1	GO:0006974	51720
UNG	GO:0006974	7374
UPF1	GO:0006974	5976
USP1	GO:0006974	7398
USP10	GO:0006974	9100
USP16	GO:0006974	10600
USP28	GO:0006974	57646
USP3	GO:0006974	9960
USP43	GO:0006974	124739
USP45	GO:0006974	85015
USP47	GO:0006974	55031
USP51	GO:0006974	158880
USP7	GO:0006974	7874
UVRAG	GO:0006974	7405
UVSSA	GO:0006974	57654
VAV3	GO:0006974	10451
VCP	GO:0006974	7415
WAC	GO:0006974	51322
WAS	GO:0006974	7454
WDHD1	GO:0006974	11169
WDR33	GO:0006974	55339
WDR4	GO:0006974	10785
WDR48	GO:0006974	57599
WDR70	GO:0006974	55100
WDR76	GO:0006974	79968
WNT1	GO:0006974	7471
WRAP53	GO:0006974	55135
WRN	GO:0006974	7486
WRNIP1	GO:0006974	56897
XAB2	GO:0006974	56949
XIAP	GO:0006974	331
XPA	GO:0006974	7507
XPC	GO:0006974	7508
XRCC1	GO:0006974	7515
XRCC2	GO:0006974	7516
XRCC3	GO:0006974	7517
XRCC4	GO:0006974	7518
XRCC5	GO:0006974	7520
XRCC6	GO:0006974	2547
YAP1	GO:0006974	10413
YJU2	GO:0006974	55702
YY1	GO:0006974	7528
ZBTB1	GO:0006974	22890
ZBTB18	GO:0006974	10472
ZBTB38	GO:0006974	253461
ZBTB4	GO:0006974	57659
ZBTB40	GO:0006974	9923
ZBTB42	GO:0006974	100128927
ZBTB47	GO:0006974	92999
ZBTB5	GO:0006974	9925
ZBTB7A	GO:0006974	51341
ZC3H12A	GO:0006974	80149
ZDHHC16	GO:0006974	84287
ZFYVE26	GO:0006974	23503
ZMAT3	GO:0006974	64393
ZMPSTE24	GO:0006974	10269
ZNF365	GO:0006974	22891
ZNF385A	GO:0006974	25946
ZNF652	GO:0006974	22834
ZNF771	GO:0006974	51333
ZNF830	GO:0006974	91603
ZRANB3	GO:0006974	84083
ZSWIM7	GO:0006974	125150
