SYMBOL	GO.TERM	entrezgene_id
CAMK4	GO:0006954	814
CARD18	GO:0006954	59082
CASP4	GO:0006954	837
CCL1	GO:0006954	6346
CCL11	GO:0006954	6356
CCL13	GO:0006954	6357
CCL14	GO:0006954	6358
CCL15	GO:0006954	6359
CCL15-CCL14	GO:0006954	NA
CCL16	GO:0006954	6360
CCL17	GO:0006954	6361
CCL18	GO:0006954	6362
CCL19	GO:0006954	6363
CCL2	GO:0006954	6347
CCL20	GO:0006954	6364
CCL21	GO:0006954	6366
CCL22	GO:0006954	6367
CCL23	GO:0006954	6368
CCL24	GO:0006954	6369
CCL25	GO:0006954	6370
CCL26	GO:0006954	10344
CCL3	GO:0006954	6348
CCL3L1	GO:0006954	414062
CCL3L1	GO:0006954	6349
CCL4	GO:0006954	6351
CCL5	GO:0006954	6352
CCL7	GO:0006954	6354
CCL8	GO:0006954	6355
CCN3	GO:0006954	4856
CCR1	GO:0006954	1230
CCR2	GO:0006954	729230
CCR3	GO:0006954	1232
CCR4	GO:0006954	1233
CCR5	GO:0006954	1234
CCR6	GO:0006954	1235
CCR7	GO:0006954	1236
CCRL2	GO:0006954	9034
CD14	GO:0006954	929
CD163	GO:0006954	9332
CD180	GO:0006954	4064
CD200	GO:0006954	4345
CD200R1	GO:0006954	131450
CD200R1L	GO:0006954	344807
CD28	GO:0006954	940
CD36	GO:0006954	948
CD40	GO:0006954	958
CD40LG	GO:0006954	959
CD44	GO:0006954	960
CD47	GO:0006954	961
CD5L	GO:0006954	922
CD6	GO:0006954	923
CD68	GO:0006954	968
CD81	GO:0006954	975
CD96	GO:0006954	10225
CDH5	GO:0006954	1003
CDK19	GO:0006954	23097
CDO1	GO:0006954	1036
CEBPA	GO:0006954	1050
CEBPB	GO:0006954	1051
CELA1	GO:0006954	1990
CHI3L1	GO:0006954	1116
CHIA	GO:0006954	27159
CHID1	GO:0006954	66005
CHST1	GO:0006954	8534
CHST2	GO:0006954	9435
CHST4	GO:0006954	10164
CHUK	GO:0006954	1147
CIITA	GO:0006954	4261
CLEC7A	GO:0006954	64581
CLOCK	GO:0006954	9575
CLU	GO:0006954	1191
CMA1	GO:0006954	1215
CMKLR1	GO:0006954	1240
CNR1	GO:0006954	1268
CNR2	GO:0006954	1269
CNTF	GO:0006954	1270
CREB3L3	GO:0006954	84699
CRH	GO:0006954	1392
CRHBP	GO:0006954	1393
CRP	GO:0006954	1401
CSF1	GO:0006954	1435
CSF1R	GO:0006954	1436
CSRP3	GO:0006954	8048
CST7	GO:0006954	8530
CTNNBIP1	GO:0006954	56998
CTSC	GO:0006954	1075
CUEDC2	GO:0006954	79004
CX3CL1	GO:0006954	6376
CXCL1	GO:0006954	2919
CXCL10	GO:0006954	3627
CXCL11	GO:0006954	6373
CXCL13	GO:0006954	10563
CXCL17	GO:0006954	284340
CXCL2	GO:0006954	2920
CXCL3	GO:0006954	2921
CXCL5	GO:0006954	6374
CXCL6	GO:0006954	6372
CXCL8	GO:0006954	3576
CXCL9	GO:0006954	4283
CXCR2	GO:0006954	3579
CXCR3	GO:0006954	2833
CXCR4	GO:0006954	7852
CXCR6	GO:0006954	10663
CYBA	GO:0006954	1535
CYBB	GO:0006954	1536
CYLD	GO:0006954	1540
CYP19A1	GO:0006954	1588
CYP26B1	GO:0006954	56603
CYP4F11	GO:0006954	57834
CYSLTR1	GO:0006954	10800
DAB2IP	GO:0006954	153090
DDT	GO:0006954	100037417
DDT	GO:0006954	1652
DEFB114	GO:0006954	245928
DHX9	GO:0006954	1660
DNASE1	GO:0006954	1773
DNASE1L3	GO:0006954	1776
DROSHA	GO:0006954	29102
DUOXA1	GO:0006954	90527
DUOXA2	GO:0006954	405753
DUSP10	GO:0006954	11221
ECM1	GO:0006954	1893
EDNRB	GO:0006954	1910
EGFR	GO:0006954	1956
EIF2AK1	GO:0006954	27102
ELANE	GO:0006954	1991
ELF3	GO:0006954	1999
ENPP3	GO:0006954	5169
EPHA2	GO:0006954	1969
EPHX2	GO:0006954	2053
EPO	GO:0006954	2056
ESR1	GO:0006954	2099
ETS1	GO:0006954	2113
F11R	GO:0006954	50848
F12	GO:0006954	2161
F2	GO:0006954	2147
F2R	GO:0006954	2149
F2RL1	GO:0006954	2150
F3	GO:0006954	2152
F8	GO:0006954	2157
FABP4	GO:0006954	2167
FANCA	GO:0006954	2175
FANCD2	GO:0006954	2177
FCER1G	GO:0006954	2207
FCGR2B	GO:0006954	2213
FEM1A	GO:0006954	55527
FFAR2	GO:0006954	2867
FFAR3	GO:0006954	2865
FFAR4	GO:0006954	338557
FN1	GO:0006954	2335
FNDC4	GO:0006954	64838
FOLR2	GO:0006954	2350
FOS	GO:0006954	2353
FOXF1	GO:0006954	2294
FOXP1	GO:0006954	27086
FOXP3	GO:0006954	50943
FPR1	GO:0006954	2357
FPR2	GO:0006954	2358
FPR3	GO:0006954	2359
GAL	GO:0006954	51083
GATA3	GO:0006954	2625
GBA	GO:0006954	2629
GBP5	GO:0006954	115362
GGT1	GO:0006954	2678
GGT2	GO:0006954	728441
GGT3P	GO:0006954	NA
GGT5	GO:0006954	2687
GHRL	GO:0006954	51738
GHSR	GO:0006954	2693
GJA1	GO:0006954	2697
GPER1	GO:0006954	2852
GPR17	GO:0006954	2840
GPR32	GO:0006954	2854
GPR32P1	GO:0006954	NA
GPR33	GO:0006954	2856
GPR68	GO:0006954	8111
GPRC5B	GO:0006954	51704
GPS2	GO:0006954	2874
GPSM3	GO:0006954	63940
GPX1	GO:0006954	2876
GPX4	GO:0006954	2879
GRN	GO:0006954	2896
GSDMD	GO:0006954	79792
GSTP1	GO:0006954	2950
HAMP	GO:0006954	57817
HAVCR2	GO:0006954	84868
HCK	GO:0006954	3055
HDAC4	GO:0006954	9759
HDAC5	GO:0006954	10014
HDAC9	GO:0006954	9734
HFE	GO:0006954	3077
HGF	GO:0006954	3082
HIF1A	GO:0006954	3091
HLA-E	GO:0006954	3133
HMGB1	GO:0006954	3146
HMGB2	GO:0006954	3148
HMOX1	GO:0006954	3162
HNRNPA0	GO:0006954	10949
HP	GO:0006954	3240
HPR	GO:0006954	3250
HRH1	GO:0006954	3269
HRH4	GO:0006954	59340
HSPG2	GO:0006954	3339
HYAL1	GO:0006954	3373
HYAL2	GO:0006954	8692
HYAL3	GO:0006954	8372
ICAM1	GO:0006954	3383
IDO1	GO:0006954	3620
IFI16	GO:0006954	3428
IFNA2	GO:0006954	3440
IFNG	GO:0006954	3458
IFNGR1	GO:0006954	3459
IGF1	GO:0006954	3479
IGFBP4	GO:0006954	3487
IKBKB	GO:0006954	3551
IKBKG	GO:0006954	8517
IL10	GO:0006954	3586
IL10RB	GO:0006954	3588
IL12B	GO:0006954	3593
IL13	GO:0006954	3596
IL15	GO:0006954	3600
IL17A	GO:0006954	3605
IL17B	GO:0006954	27190
IL17C	GO:0006954	27189
IL17D	GO:0006954	53342
IL17F	GO:0006954	112744
IL17RA	GO:0006954	23765
IL17RB	GO:0006954	55540
IL17RC	GO:0006954	84818
IL17RE	GO:0006954	132014
IL18	GO:0006954	3606
IL18R1	GO:0006954	8809
IL18RAP	GO:0006954	8807
IL1A	GO:0006954	3552
IL1B	GO:0006954	3553
IL1F10	GO:0006954	84639
IL1R1	GO:0006954	3554
IL1R2	GO:0006954	7850
IL1RAP	GO:0006954	3556
IL1RL1	GO:0006954	9173
IL1RL2	GO:0006954	8808
IL1RN	GO:0006954	3557
IL2	GO:0006954	3558
IL20	GO:0006954	50604
IL20RB	GO:0006954	53833
IL21	GO:0006954	59067
IL22	GO:0006954	50616
IL22RA2	GO:0006954	116379
IL23A	GO:0006954	51561
IL23R	GO:0006954	149233
IL25	GO:0006954	64806
IL27	GO:0006954	246778
IL2RA	GO:0006954	3559
IL33	GO:0006954	90865
IL34	GO:0006954	146433
IL36A	GO:0006954	27179
IL36B	GO:0006954	27177
IL36G	GO:0006954	56300
IL36RN	GO:0006954	26525
IL37	GO:0006954	27178
IL4	GO:0006954	3565
IL4R	GO:0006954	3566
IL5	GO:0006954	3567
IL5RA	GO:0006954	3568
IL6	GO:0006954	3569
IL6R	GO:0006954	3570
IL6ST	GO:0006954	3572
IL9	GO:0006954	3578
INS	GO:0006954	3630
IRAK2	GO:0006954	3656
IRF3	GO:0006954	3661
IRGM	GO:0006954	345611
ISL1	GO:0006954	3670
ITCH	GO:0006954	83737
ITGA2	GO:0006954	3673
ITGAL	GO:0006954	3683
ITGAM	GO:0006954	3684
ITGB2	GO:0006954	3689
ITGB6	GO:0006954	3694
ITIH4	GO:0006954	3700
JAK2	GO:0006954	3717
JAM3	GO:0006954	83700
JUN	GO:0006954	3725
KDM6B	GO:0006954	23135
KIT	GO:0006954	3815
KLF4	GO:0006954	9314
KLKB1	GO:0006954	3818
KLRG1	GO:0006954	10219
KNG1	GO:0006954	3827
KPNA6	GO:0006954	23633
KRT1	GO:0006954	3848
KRT16	GO:0006954	3868
LAT	GO:0006954	27040
LBP	GO:0006954	3929
LDLR	GO:0006954	3949
LEP	GO:0006954	3952
LGALS9	GO:0006954	3965
LIAS	GO:0006954	11019
LILRA5	GO:0006954	353514
LIPA	GO:0006954	3988
LOXL3	GO:0006954	84695
LPL	GO:0006954	4023
LRFN5	GO:0006954	145581
LRP1	GO:0006954	4035
LRRK2	GO:0006954	120892
LTA	GO:0006954	4049
LTB4R	GO:0006954	1241
LTB4R2	GO:0006954	56413
LXN	GO:0006954	56925
LY75	GO:0006954	4065
LY86	GO:0006954	9450
LY96	GO:0006954	23643
LYN	GO:0006954	4067
LYZ	GO:0006954	4069
MAP2K3	GO:0006954	5606
MAPK13	GO:0006954	5603
MAPK14	GO:0006954	1432
MAPK7	GO:0006954	5598
MAPKAPK2	GO:0006954	9261
MAPT	GO:0006954	4137
MAS1	GO:0006954	4142
MBL2	GO:0006954	4153
MCPH1	GO:0006954	79648
MDK	GO:0006954	4192
MEFV	GO:0006954	4210
MEP1B	GO:0006954	4225
METRNL	GO:0006954	284207
MFHAS1	GO:0006954	9258
MGLL	GO:0006954	11343
MGST2	GO:0006954	4258
MIF	GO:0006954	4282
MMP25	GO:0006954	64386
MMP26	GO:0006954	56547
MMP3	GO:0006954	4314
MMP8	GO:0006954	4317
MMP9	GO:0006954	4318
MRGPRX1	GO:0006954	259249
MS4A2	GO:0006954	2206
MVK	GO:0006954	4598
MYD88	GO:0006954	4615
MYLK3	GO:0006954	91807
NAIP	GO:0006954	4671
NAMPT	GO:0006954	10135
NAPEPLD	GO:0006954	222236
NCR3	GO:0006954	259197
NDST1	GO:0006954	3340
NFAM1	GO:0006954	150372
NFATC3	GO:0006954	4775
NFATC4	GO:0006954	4776
NFE2L1	GO:0006954	4779
NFE2L2	GO:0006954	4780
NFKB1	GO:0006954	4790
NFKBIA	GO:0006954	4792
NFKBID	GO:0006954	84807
NFKBIZ	GO:0006954	64332
NFRKB	GO:0006954	4798
NFX1	GO:0006954	4799
NLRC3	GO:0006954	197358
NLRC4	GO:0006954	58484
NLRP1	GO:0006954	22861
NLRP10	GO:0006954	338322
NLRP12	GO:0006954	91662
NLRP2	GO:0006954	55655
NLRP3	GO:0006954	114548
NLRP4	GO:0006954	147945
NLRP6	GO:0006954	171389
NLRP7	GO:0006954	199713
NLRP9	GO:0006954	338321
NLRX1	GO:0006954	79671
NMI	GO:0006954	9111
NOD1	GO:0006954	10392
NOD2	GO:0006954	64127
NOS2	GO:0006954	4843
NOTCH1	GO:0006954	4851
NOX1	GO:0006954	27035
NOX4	GO:0006954	50507
NPFF	GO:0006954	8620
NPPA	GO:0006954	4878
NPY5R	GO:0006954	4889
NR1D1	GO:0006954	9572
NR1D2	GO:0006954	9975
NR1H3	GO:0006954	10062
NR1H4	GO:0006954	9971
NRROS	GO:0006954	375387
NT5E	GO:0006954	4907
NUPR1	GO:0006954	26471
ODAM	GO:0006954	54959
OGG1	GO:0006954	4968
OLR1	GO:0006954	4973
OPRM1	GO:0006954	4988
ORM1	GO:0006954	5004
ORM2	GO:0006954	5005
OSM	GO:0006954	5008
OSMR	GO:0006954	9180
OTULIN	GO:0006954	90268
P2RX1	GO:0006954	5023
P2RX7	GO:0006954	5027
PARK7	GO:0006954	11315
PARP4	GO:0006954	143
PBK	GO:0006954	55872
PDCD4	GO:0006954	27250
PDE2A	GO:0006954	5138
PER1	GO:0006954	5187
PF4	GO:0006954	5196
PF4V1	GO:0006954	5197
PGLYRP1	GO:0006954	8993
PIK3AP1	GO:0006954	118788
PIK3CD	GO:0006954	5293
PIK3CG	GO:0006954	5294
PJA2	GO:0006954	9867
PLA2G2A	GO:0006954	5320
PLA2G2D	GO:0006954	26279
PLA2G2E	GO:0006954	30814
PLA2G4B	GO:0006954	100137049
PLA2G4C	GO:0006954	8605
PLA2G7	GO:0006954	7941
PLAA	GO:0006954	9373
PLGRKT	GO:0006954	55848
PLP1	GO:0006954	5354
PLSCR1	GO:0006954	5359
PNMA1	GO:0006954	9240
POLB	GO:0006954	5423
PPARA	GO:0006954	5465
PPARD	GO:0006954	5467
PPARG	GO:0006954	5468
PPBP	GO:0006954	5473
PRCP	GO:0006954	5547
PRDX2	GO:0006954	7001
PRDX5	GO:0006954	25824
PRKCD	GO:0006954	5580
PRKCQ	GO:0006954	5588
PRKCZ	GO:0006954	5590
PRKD1	GO:0006954	5587
PROC	GO:0006954	5624
PROK2	GO:0006954	60675
PSEN1	GO:0006954	5663
PSMA1	GO:0006954	5682
PSMA6	GO:0006954	5687
PSMB4	GO:0006954	5692
PSTPIP1	GO:0006954	9051
PTAFR	GO:0006954	5724
PTGDR	GO:0006954	5729
PTGER1	GO:0006954	5731
PTGER2	GO:0006954	5732
PTGER3	GO:0006954	5733
PTGER4	GO:0006954	5734
PTGES	GO:0006954	9536
PTGFR	GO:0006954	5737
PTGIR	GO:0006954	5739
PTGIS	GO:0006954	5740
PTGS1	GO:0006954	5742
PTGS2	GO:0006954	5743
PTN	GO:0006954	5764
PTPN2	GO:0006954	5771
PTPRC	GO:0006954	5788
PTX3	GO:0006954	5806
PXK	GO:0006954	54899
PYCARD	GO:0006954	29108
PYDC2	GO:0006954	152138
RABGEF1	GO:0006954	27342
RAC1	GO:0006954	5879
RARRES2	GO:0006954	5919
RASGRP1	GO:0006954	10125
RB1	GO:0006954	5925
RBPJ	GO:0006954	3516
REG3A	GO:0006954	5068
REG3G	GO:0006954	130120
REL	GO:0006954	5966
RELA	GO:0006954	5970
RELB	GO:0006954	5971
RHBDD3	GO:0006954	25807
RICTOR	GO:0006954	253260
RIPK2	GO:0006954	8767
RORA	GO:0006954	6095
RPS19	GO:0006954	6223
RPS6KA4	GO:0006954	8986
RPS6KA5	GO:0006954	9252
S100A12	GO:0006954	6283
S100A8	GO:0006954	6279
S100A9	GO:0006954	6280
S1PR3	GO:0006954	286223
S1PR3	GO:0006954	1903
SAA1	GO:0006954	6288
SAA2	GO:0006954	6289
SAA4	GO:0006954	6291
SBNO2	GO:0006954	22904
SCG2	GO:0006954	7857
SCGB1A1	GO:0006954	7356
SCN9A	GO:0006954	6335
SCUBE1	GO:0006954	80274
SDC1	GO:0006954	6382
SEH1L	GO:0006954	81929
SELE	GO:0006954	6401
SELENOS	GO:0006954	55829
SELP	GO:0006954	6403
SEMA7A	GO:0006954	8482
SERPINA1	GO:0006954	5265
SERPINA3	GO:0006954	12
SERPINC1	GO:0006954	462
SERPINE1	GO:0006954	5054
SERPINF1	GO:0006954	5176
SERPINF2	GO:0006954	5345
SETD6	GO:0006954	79918
SGMS1	GO:0006954	259230
SHARPIN	GO:0006954	81858
SHPK	GO:0006954	23729
SIGIRR	GO:0006954	59307
SIGLEC1	GO:0006954	6614
SIGLEC10	GO:0006954	89790
SIRPA	GO:0006954	140885
SLAMF8	GO:0006954	56833
SLC11A1	GO:0006954	6556
SLC7A2	GO:0006954	6542
SMAD1	GO:0006954	4086
SMAD3	GO:0006954	4088
SMO	GO:0006954	6608
SMPDL3B	GO:0006954	27293
SNAP23	GO:0006954	8773
SNCA	GO:0006954	6622
SNX4	GO:0006954	8723
SOCS3	GO:0006954	9021
SOCS5	GO:0006954	9655
SOD1	GO:0006954	6647
SPATA2	GO:0006954	9825
SPHK1	GO:0006954	8877
SPP1	GO:0006954	6696
STAB1	GO:0006954	23166
STAP1	GO:0006954	26228
STAT3	GO:0006954	6774
STK39	GO:0006954	27347
SUCNR1	GO:0006954	56670
SYK	GO:0006954	6850
TAC1	GO:0006954	6863
TAC4	GO:0006954	255061
TACR1	GO:0006954	6869
TAFA3	GO:0006954	284467
TBC1D23	GO:0006954	55773
TBK1	GO:0006954	29110
TBXA2R	GO:0006954	6915
TCIRG1	GO:0006954	10312
TEK	GO:0006954	7010
TFR2	GO:0006954	7036
TGFB1	GO:0006954	7040
TGM2	GO:0006954	7052
THBS1	GO:0006954	7057
THEMIS2	GO:0006954	9473
TICAM1	GO:0006954	148022
TICAM2	GO:0006954	353376
TIMP1	GO:0006954	7076
TIRAP	GO:0006954	114609
TLR1	GO:0006954	7096
TLR10	GO:0006954	81793
TLR2	GO:0006954	7097
TLR3	GO:0006954	7098
TLR4	GO:0006954	7099
TLR5	GO:0006954	7100
TLR6	GO:0006954	10333
TLR7	GO:0006954	51284
TLR8	GO:0006954	51311
TLR9	GO:0006954	54106
TMIGD3	GO:0006954	57413
TMSB4X	GO:0006954	7114
TNF	GO:0006954	7124
TNFAIP3	GO:0006954	7128
TNFAIP6	GO:0006954	7130
TNFAIP8L2	GO:0006954	79626
TNFRSF11A	GO:0006954	8792
TNFRSF1A	GO:0006954	7132
TNFRSF1B	GO:0006954	7133
TNFRSF4	GO:0006954	7293
TNFSF11	GO:0006954	8600
TNFSF4	GO:0006954	7292
TNIP1	GO:0006954	10318
TNIP2	GO:0006954	79155
TNIP3	GO:0006954	79931
TOLLIP	GO:0006954	54472
TPST1	GO:0006954	8460
TRADD	GO:0006954	8717
TREM1	GO:0006954	54210
TREM2	GO:0006954	54209
TREX1	GO:0006954	11277
TRIL	GO:0006954	9865
TRPV1	GO:0006954	7442
TRPV4	GO:0006954	59341
TSLP	GO:0006954	85480
TSPAN2	GO:0006954	10100
TTBK1	GO:0006954	84630
TUSC2	GO:0006954	11334
TYRO3	GO:0006954	7301
TYROBP	GO:0006954	7305
UCN	GO:0006954	7349
UGT1A1	GO:0006954	54658
UNC13D	GO:0006954	201294
USP18	GO:0006954	11274
VAMP7	GO:0006954	6845
VAMP8	GO:0006954	8673
VCAM1	GO:0006954	7412
VNN1	GO:0006954	8876
VPS35	GO:0006954	55737
WFDC1	GO:0006954	58189
WNT5A	GO:0006954	7474
XCL1	GO:0006954	6375
XCL2	GO:0006954	6846
XCR1	GO:0006954	2829
XIAP	GO:0006954	331
ZC3H12A	GO:0006954	80149
ZNF580	GO:0006954	51157
ZP3	GO:0006954	7784
ZYX	GO:0006954	7791
